1,cubewall_unscheduled_0519.eso,cubewall_scheduled_0519.eso,
,,,
Date/Time,[1] Surface Outside Face Incident Solar Radiation Rate per Area  (W/m2),[1] Surface Outside Face Incident Solar Radiation Rate per Area  (W/m2),
,SHADER_0,SHADER_0,
Year 1 Jan 21 9:00 AM,34.44075296,34.44075296,0
Year 1 Jan 21 10:00 AM,57.38397182,57.38397182,0
Year 1 Jan 21 11:00 AM,67.60797916,67.60797916,0
Year 1 Jan 21 12:00 PM,72.86110236,72.86110236,0
Year 1 Jan 21 1:00 PM,71.99800614,71.99800614,0
Year 1 Jan 21 2:00 PM,69.5039382,69.5039382,0
Year 1 Jan 21 3:00 PM,41.89034642,41.89034642,0
Year 1 Jan 21 4:00 PM,27.91340051,27.91340051,0
Year 1 Jan 21 5:00 PM,8.247564372,8.247564372,0
Year 1 Jan 21 6:00 PM,0,0,0
Year 1 Jan 21 7:00 PM,0,0,0
Year 1 Jan 21 8:00 PM,0,0,0
Year 1 Jan 21 9:00 PM,0,0,0
Year 1 Jan 21 10:00 PM,0,0,0
Year 1 Jan 21 11:00 PM,0,0,0
Year 1 Jan 22 12:00 AM,0,0,0
Year 1 Jan 22 1:00 AM,0,0,0
Year 1 Jan 22 2:00 AM,0,0,0
Year 1 Jan 22 3:00 AM,0,0,0
Year 1 Jan 22 4:00 AM,0,0,0
Year 1 Jan 22 5:00 AM,0,0,0
Year 1 Jan 22 6:00 AM,0,0,0
Year 1 Jan 22 7:00 AM,0,0,0
Year 1 Jan 22 8:00 AM,6.441972218,6.441972218,0
Year 1 Jan 22 9:00 AM,26.80564743,26.80564743,0
Year 1 Jan 22 10:00 AM,55.93626769,55.93626769,0
Year 1 Jan 22 11:00 AM,64.7116352,64.7116352,0
Year 1 Jan 22 12:00 PM,57.24559975,57.24559975,0
Year 1 Jan 22 1:00 PM,41.51505622,41.51505622,0
Year 1 Jan 22 2:00 PM,40.35967432,40.35967432,0
Year 1 Jan 22 3:00 PM,34.55829225,34.55829225,0
Year 1 Jan 22 4:00 PM,24.03159879,24.03159879,0
Year 1 Jan 22 5:00 PM,7.86110508,7.86110508,0
Year 1 Jan 22 6:00 PM,0,0,0
Year 1 Jan 22 7:00 PM,0,0,0
Year 1 Jan 22 8:00 PM,0,0,0
Year 1 Jan 22 9:00 PM,0,0,0
Year 1 Jan 22 10:00 PM,0,0,0
Year 1 Jan 22 11:00 PM,0,0,0
Year 1 Jan 23 12:00 AM,0,0,0
Year 1 Jan 23 1:00 AM,0,0,0
Year 1 Jan 23 2:00 AM,0,0,0
Year 1 Jan 23 3:00 AM,0,0,0
Year 1 Jan 23 4:00 AM,0,0,0
Year 1 Jan 23 5:00 AM,0,0,0
Year 1 Jan 23 6:00 AM,0,0,0
Year 1 Jan 23 7:00 AM,0,0,0
Year 1 Jan 23 8:00 AM,10.05133572,10.05133572,0
Year 1 Jan 23 9:00 AM,29.8737813,29.8737813,0
Year 1 Jan 23 10:00 AM,45.7186135,45.7186135,0
Year 1 Jan 23 11:00 AM,54.12459703,54.12459703,0
Year 1 Jan 23 12:00 PM,55.90830988,55.90830988,0
Year 1 Jan 23 1:00 PM,55.76031675,55.76031675,0
Year 1 Jan 23 2:00 PM,52.25419196,52.25419196,0
Year 1 Jan 23 3:00 PM,44.23885267,44.23885267,0
Year 1 Jan 23 4:00 PM,28.6756988,28.6756988,0
Year 1 Jan 23 5:00 PM,8.585795584,8.585795584,0
Year 1 Jan 23 6:00 PM,0,0,0
Year 1 Jan 23 7:00 PM,0,0,0
Year 1 Jan 23 8:00 PM,0,0,0
Year 1 Jan 23 9:00 PM,0,0,0
Year 1 Jan 23 10:00 PM,0,0,0
Year 1 Jan 23 11:00 PM,0,0,0
Year 1 Jan 24 12:00 AM,0,0,0
Year 1 Jan 24 1:00 AM,0,0,0
Year 1 Jan 24 2:00 AM,0,0,0
Year 1 Jan 24 3:00 AM,0,0,0
Year 1 Jan 24 4:00 AM,0,0,0
Year 1 Jan 24 5:00 AM,0,0,0
Year 1 Jan 24 6:00 AM,0,0,0
Year 1 Jan 24 7:00 AM,0,0,0
Year 1 Jan 24 8:00 AM,6.068160117,6.068160117,0
Year 1 Jan 24 9:00 AM,20.52257027,20.52257027,0
Year 1 Jan 24 10:00 AM,45.6289205,45.6289205,0
Year 1 Jan 24 11:00 AM,66.76248503,66.76248503,0
Year 1 Jan 24 12:00 PM,80.79928409,80.79928409,0
Year 1 Jan 24 1:00 PM,79.67891838,79.67891838,0
Year 1 Jan 24 2:00 PM,69.51252828,69.51252828,0
Year 1 Jan 24 3:00 PM,52.5918557,52.5918557,0
Year 1 Jan 24 4:00 PM,30.54950525,30.54950525,0
Year 1 Jan 24 5:00 PM,7.850187412,7.850187412,0
Year 1 Jan 24 6:00 PM,0,0,0
Year 1 Jan 24 7:00 PM,0,0,0
Year 1 Jan 24 8:00 PM,0,0,0
Year 1 Jan 24 9:00 PM,0,0,0
Year 1 Jan 24 10:00 PM,0,0,0
Year 1 Jan 24 11:00 PM,0,0,0
Year 1 Jan 25 12:00 AM,0,0,0
Year 1 Jan 25 1:00 AM,0,0,0
Year 1 Jan 25 2:00 AM,0,0,0
Year 1 Jan 25 3:00 AM,0,0,0
Year 1 Jan 25 4:00 AM,0,0,0
Year 1 Jan 25 5:00 AM,0,0,0
Year 1 Jan 25 6:00 AM,0,0,0
Year 1 Jan 25 7:00 AM,0,0,0
Year 1 Jan 25 8:00 AM,8.724804772,8.724804772,0
Year 1 Jan 25 9:00 AM,26.48962314,26.48962314,0
Year 1 Jan 25 10:00 AM,52.59206395,52.59206395,0
Year 1 Jan 25 11:00 AM,64.57230131,64.57230131,0
Year 1 Jan 25 12:00 PM,69.94801842,69.94801842,0
Year 1 Jan 25 1:00 PM,64.98960532,64.98960532,0
Year 1 Jan 25 2:00 PM,62.42968054,62.42968054,0
Year 1 Jan 25 3:00 PM,42.71279417,42.71279417,0
Year 1 Jan 25 4:00 PM,28.74734543,28.74734543,0
Year 1 Jan 25 5:00 PM,9.460442961,9.460442961,0
Year 1 Jan 25 6:00 PM,0,0,0
Year 1 Jan 25 7:00 PM,0,0,0
Year 1 Jan 25 8:00 PM,0,0,0
Year 1 Jan 25 9:00 PM,0,0,0
Year 1 Jan 25 10:00 PM,0,0,0
Year 1 Jan 25 11:00 PM,0,0,0
Year 1 Jan 26 12:00 AM,0,0,0
Year 1 Jan 26 1:00 AM,0,0,0
Year 1 Jan 26 2:00 AM,0,0,0
Year 1 Jan 26 3:00 AM,0,0,0
Year 1 Jan 26 4:00 AM,0,0,0
Year 1 Jan 26 5:00 AM,0,0,0
Year 1 Jan 26 6:00 AM,0,0,0
Year 1 Jan 26 7:00 AM,0,0,0
Year 1 Jan 26 8:00 AM,8.103231898,8.103231898,0
Year 1 Jan 26 9:00 AM,26.444245,26.444245,0
Year 1 Jan 26 10:00 AM,50.33843664,50.33843664,0
Year 1 Jan 26 11:00 AM,67.61889643,67.61889643,0
Year 1 Jan 26 12:00 PM,71.61639586,71.61639586,0
Year 1 Jan 26 1:00 PM,72.31328462,72.31328462,0
Year 1 Jan 26 2:00 PM,63.10756816,63.10756816,0
Year 1 Jan 26 3:00 PM,45.20249086,45.20249086,0
Year 1 Jan 26 4:00 PM,35.86218724,35.86218724,0
Year 1 Jan 26 5:00 PM,11.74440398,11.74440398,0
Year 1 Jan 26 6:00 PM,0,0,0
Year 1 Jan 26 7:00 PM,0,0,0
Year 1 Jan 26 8:00 PM,0,0,0
Year 1 Jan 26 9:00 PM,0,0,0
Year 1 Jan 26 10:00 PM,0,0,0
Year 1 Jan 26 11:00 PM,0,0,0
Year 1 Jan 27 12:00 AM,0,0,0
Year 1 Jan 27 1:00 AM,0,0,0
Year 1 Jan 27 2:00 AM,0,0,0
Year 1 Jan 27 3:00 AM,0,0,0
Year 1 Jan 27 4:00 AM,0,0,0
Year 1 Jan 27 5:00 AM,0,0,0
Year 1 Jan 27 6:00 AM,0,0,0
Year 1 Jan 27 7:00 AM,0,0,0
Year 1 Jan 27 8:00 AM,10.22194835,10.22194835,0
Year 1 Jan 27 9:00 AM,23.28378118,23.28378118,0
Year 1 Jan 27 10:00 AM,31.65028095,31.65028095,0
Year 1 Jan 27 11:00 AM,36.0111929,36.0111929,0
Year 1 Jan 27 12:00 PM,37.82227636,37.82227636,0
Year 1 Jan 27 1:00 PM,37.70558916,37.70558916,0
Year 1 Jan 27 2:00 PM,36.77450844,36.77450844,0
Year 1 Jan 27 3:00 PM,36.17219664,36.17219664,0
Year 1 Jan 27 4:00 PM,23.74999847,23.74999847,0
Year 1 Jan 27 5:00 PM,10.7145058,10.7145058,0
Year 1 Jan 27 6:00 PM,0,0,0
Year 1 Jan 27 7:00 PM,0,0,0
Year 1 Jan 27 8:00 PM,0,0,0
Year 1 Jan 27 9:00 PM,0,0,0
Year 1 Jan 27 10:00 PM,0,0,0
Year 1 Jan 27 11:00 PM,0,0,0
Year 1 Jan 28 12:00 AM,0,0,0
Year 1 Jan 28 1:00 AM,0,0,0
Year 1 Jan 28 2:00 AM,0,0,0
Year 1 Jan 28 3:00 AM,0,0,0
Year 1 Jan 28 4:00 AM,0,0,0
Year 1 Jan 28 5:00 AM,0,0,0
Year 1 Jan 28 6:00 AM,0,0,0
Year 1 Jan 28 7:00 AM,0,0,0
Year 1 Jan 28 8:00 AM,9.450799185,9.450799185,0
Year 1 Jan 28 9:00 AM,26.4313816,26.4313816,0
Year 1 Jan 28 10:00 AM,50.6658376,50.6658376,0
Year 1 Jan 28 11:00 AM,68.32664797,68.32664797,0
Year 1 Jan 28 12:00 PM,71.31741786,71.31741786,0
Year 1 Jan 28 1:00 PM,78.83075226,78.83075226,0
Year 1 Jan 28 2:00 PM,66.16545631,66.16545631,0
Year 1 Jan 28 3:00 PM,46.47729774,46.47729774,0
Year 1 Jan 28 4:00 PM,27.34772228,27.34772228,0
Year 1 Jan 28 5:00 PM,7.730874498,7.730874498,0
Year 1 Jan 28 6:00 PM,0,0,0
Year 1 Jan 28 7:00 PM,0,0,0
Year 1 Jan 28 8:00 PM,0,0,0
Year 1 Jan 28 9:00 PM,0,0,0
Year 1 Jan 28 10:00 PM,0,0,0
Year 1 Jan 28 11:00 PM,0,0,0
Year 1 Jan 29 12:00 AM,0,0,0
Year 1 Jan 29 1:00 AM,0,0,0
Year 1 Jan 29 2:00 AM,0,0,0
Year 1 Jan 29 3:00 AM,0,0,0
Year 1 Jan 29 4:00 AM,0,0,0
Year 1 Jan 29 5:00 AM,0,0,0
Year 1 Jan 29 6:00 AM,0,0,0
Year 1 Jan 29 7:00 AM,0,0,0
Year 1 Jan 29 8:00 AM,11.86363127,11.86363127,0
Year 1 Jan 29 9:00 AM,34.05784689,34.05784689,0
Year 1 Jan 29 10:00 AM,45.3171978,45.3171978,0
Year 1 Jan 29 11:00 AM,73.04770225,73.04770225,0
Year 1 Jan 29 12:00 PM,94.14844468,94.14844468,0
Year 1 Jan 29 1:00 PM,70.68271454,70.68271454,0
Year 1 Jan 29 2:00 PM,68.58243217,68.58243217,0
Year 1 Jan 29 3:00 PM,55.91910814,55.91910814,0
Year 1 Jan 29 4:00 PM,36.47744231,36.47744231,0
Year 1 Jan 29 5:00 PM,12.00815902,12.00815902,0
Year 1 Jan 29 6:00 PM,0,0,0
Year 1 Jan 29 7:00 PM,0,0,0
Year 1 Jan 29 8:00 PM,0,0,0
Year 1 Jan 29 9:00 PM,0,0,0
Year 1 Jan 29 10:00 PM,0,0,0
Year 1 Jan 29 11:00 PM,0,0,0
Year 1 Jan 30 12:00 AM,0,0,0
Year 1 Jan 30 1:00 AM,0,0,0
Year 1 Jan 30 2:00 AM,0,0,0
Year 1 Jan 30 3:00 AM,0,0,0
Year 1 Jan 30 4:00 AM,0,0,0
Year 1 Jan 30 5:00 AM,0,0,0
Year 1 Jan 30 6:00 AM,0,0,0
Year 1 Jan 30 7:00 AM,0,0,0
Year 1 Jan 30 8:00 AM,11.1099844,11.1099844,0
Year 1 Jan 30 9:00 AM,29.69276568,29.69276568,0
Year 1 Jan 30 10:00 AM,48.04308477,48.04308477,0
Year 1 Jan 30 11:00 AM,58.54893298,58.54893298,0
Year 1 Jan 30 12:00 PM,71.89809138,71.89809138,0
Year 1 Jan 30 1:00 PM,76.99865755,76.99865755,0
Year 1 Jan 30 2:00 PM,73.19110698,73.19110698,0
Year 1 Jan 30 3:00 PM,55.25746502,55.25746502,0
Year 1 Jan 30 4:00 PM,33.90398007,33.90398007,0
Year 1 Jan 30 5:00 PM,11.21596146,11.21596146,0
Year 1 Jan 30 6:00 PM,0,0,0
Year 1 Jan 30 7:00 PM,0,0,0
Year 1 Jan 30 8:00 PM,0,0,0
Year 1 Jan 30 9:00 PM,0,0,0
Year 1 Jan 30 10:00 PM,0,0,0
Year 1 Jan 30 11:00 PM,0,0,0
Year 1 Jan 31 12:00 AM,0,0,0
Year 1 Jan 31 1:00 AM,0,0,0
Year 1 Jan 31 2:00 AM,0,0,0
Year 1 Jan 31 3:00 AM,0,0,0
Year 1 Jan 31 4:00 AM,0,0,0
Year 1 Jan 31 5:00 AM,0,0,0
Year 1 Jan 31 6:00 AM,0,0,0
Year 1 Jan 31 7:00 AM,0,0,0
Year 1 Jan 31 8:00 AM,13.04903029,13.04903029,0
Year 1 Jan 31 9:00 AM,40.65187292,40.65187292,0
Year 1 Jan 31 10:00 AM,68.69037296,68.69037296,0
Year 1 Jan 31 11:00 AM,86.11661694,86.11661694,0
Year 1 Jan 31 12:00 PM,89.49937152,89.49937152,0
Year 1 Jan 31 1:00 PM,78.62517413,78.62517413,0
Year 1 Jan 31 2:00 PM,67.21505814,67.21505814,0
Year 1 Jan 31 3:00 PM,46.10908993,46.10908993,0
Year 1 Jan 31 4:00 PM,26.40287623,26.40287623,0
Year 1 Jan 31 5:00 PM,7.937536861,7.937536861,0
Year 1 Jan 31 6:00 PM,0,0,0
Year 1 Jan 31 7:00 PM,0,0,0
Year 1 Jan 31 8:00 PM,0,0,0
Year 1 Jan 31 9:00 PM,0,0,0
Year 1 Jan 31 10:00 PM,0,0,0
Year 1 Jan 31 11:00 PM,0,0,0
Year 1 Feb 01 12:00 AM,0,0,0
Year 1 Feb 01 1:00 AM,0,0,0
Year 1 Feb 01 2:00 AM,0,0,0
Year 1 Feb 01 3:00 AM,0,0,0
Year 1 Feb 01 4:00 AM,0,0,0
Year 1 Feb 01 5:00 AM,0,0,0
Year 1 Feb 01 6:00 AM,0,0,0
Year 1 Feb 01 7:00 AM,0,0,0
Year 1 Feb 01 8:00 AM,13.5488255,13.5488255,0
Year 1 Feb 01 9:00 AM,37.40448318,37.40448318,0
Year 1 Feb 01 10:00 AM,53.97949408,53.97949408,0
Year 1 Feb 01 11:00 AM,50.15033746,50.15033746,0
Year 1 Feb 01 12:00 PM,49.09940933,49.09940933,0
Year 1 Feb 01 1:00 PM,49.02162078,49.02162078,0
Year 1 Feb 01 2:00 PM,46.6902407,46.6902407,0
Year 1 Feb 01 3:00 PM,40.94838589,40.94838589,0
Year 1 Feb 01 4:00 PM,31.1706201,31.1706201,0
Year 1 Feb 01 5:00 PM,14.06529441,14.06529441,0
Year 1 Feb 01 6:00 PM,0,0,0
Year 1 Feb 01 7:00 PM,0,0,0
Year 1 Feb 01 8:00 PM,0,0,0
Year 1 Feb 01 9:00 PM,0,0,0
Year 1 Feb 01 10:00 PM,0,0,0
Year 1 Feb 01 11:00 PM,0,0,0
Year 1 Feb 02 12:00 AM,0,0,0
Year 1 Feb 02 1:00 AM,0,0,0
Year 1 Feb 02 2:00 AM,0,0,0
Year 1 Feb 02 3:00 AM,0,0,0
Year 1 Feb 02 4:00 AM,0,0,0
Year 1 Feb 02 5:00 AM,0,0,0
Year 1 Feb 02 6:00 AM,0,0,0
Year 1 Feb 02 7:00 AM,0,0,0
Year 1 Feb 02 8:00 AM,19.0569519,19.0569519,0
Year 1 Feb 02 9:00 AM,46.84515093,46.84515093,0
Year 1 Feb 02 10:00 AM,78.5147718,78.5147718,0
Year 1 Feb 02 11:00 AM,89.25914784,89.25914784,0
Year 1 Feb 02 12:00 PM,87.18605944,87.18605944,0
Year 1 Feb 02 1:00 PM,79.02584517,79.02584517,0
Year 1 Feb 02 2:00 PM,77.1819474,77.1819474,0
Year 1 Feb 02 3:00 PM,55.05033593,55.05033593,0
Year 1 Feb 02 4:00 PM,36.60275074,36.60275074,0
Year 1 Feb 02 5:00 PM,14.1679727,14.1679727,0
Year 1 Feb 02 6:00 PM,0,0,0
Year 1 Feb 02 7:00 PM,0,0,0
Year 1 Feb 02 8:00 PM,0,0,0
Year 1 Feb 02 9:00 PM,0,0,0
Year 1 Feb 02 10:00 PM,0,0,0
Year 1 Feb 02 11:00 PM,0,0,0
Year 1 Feb 03 12:00 AM,0,0,0
Year 1 Feb 03 1:00 AM,0,0,0
Year 1 Feb 03 2:00 AM,0,0,0
Year 1 Feb 03 3:00 AM,0,0,0
Year 1 Feb 03 4:00 AM,0,0,0
Year 1 Feb 03 5:00 AM,0,0,0
Year 1 Feb 03 6:00 AM,0,0,0
Year 1 Feb 03 7:00 AM,0,0,0
Year 1 Feb 03 8:00 AM,14.22915535,14.22915535,0
Year 1 Feb 03 9:00 AM,43.41470581,43.41470581,0
Year 1 Feb 03 10:00 AM,69.63562751,69.63562751,0
Year 1 Feb 03 11:00 AM,72.34522658,72.34522658,0
Year 1 Feb 03 12:00 PM,96.71192019,96.71192019,0
Year 1 Feb 03 1:00 PM,95.07498333,95.07498333,0
Year 1 Feb 03 2:00 PM,85.96118338,85.96118338,0
Year 1 Feb 03 3:00 PM,60.07912625,60.07912625,0
Year 1 Feb 03 4:00 PM,40.59139473,40.59139473,0
Year 1 Feb 03 5:00 PM,18.87606979,18.87606979,0
Year 1 Feb 03 6:00 PM,0,0,0
Year 1 Feb 03 7:00 PM,0,0,0
Year 1 Feb 03 8:00 PM,0,0,0
Year 1 Feb 03 9:00 PM,0,0,0
Year 1 Feb 03 10:00 PM,0,0,0
Year 1 Feb 03 11:00 PM,0,0,0
Year 1 Feb 04 12:00 AM,0,0,0
Year 1 Feb 04 1:00 AM,0,0,0
Year 1 Feb 04 2:00 AM,0,0,0
Year 1 Feb 04 3:00 AM,0,0,0
Year 1 Feb 04 4:00 AM,0,0,0
Year 1 Feb 04 5:00 AM,0,0,0
Year 1 Feb 04 6:00 AM,0,0,0
Year 1 Feb 04 7:00 AM,0,0,0
Year 1 Feb 04 8:00 AM,13.99895442,13.99895442,0
Year 1 Feb 04 9:00 AM,37.83780629,37.83780629,0
Year 1 Feb 04 10:00 AM,68.79240962,68.79240962,0
Year 1 Feb 04 11:00 AM,76.12418533,76.12418533,0
Year 1 Feb 04 12:00 PM,98.78137279,98.78137279,0
Year 1 Feb 04 1:00 PM,89.03443578,89.03443578,0
Year 1 Feb 04 2:00 PM,80.48799538,80.48799538,0
Year 1 Feb 04 3:00 PM,64.77962352,64.77962352,0
Year 1 Feb 04 4:00 PM,41.44036806,41.44036806,0
Year 1 Feb 04 5:00 PM,15.21899953,15.21899953,0
Year 1 Feb 04 6:00 PM,0,0,0
Year 1 Feb 04 7:00 PM,0,0,0
Year 1 Feb 04 8:00 PM,0,0,0
Year 1 Feb 04 9:00 PM,0,0,0
Year 1 Feb 04 10:00 PM,0,0,0
Year 1 Feb 04 11:00 PM,0,0,0
Year 1 Feb 05 12:00 AM,0,0,0
Year 1 Feb 05 1:00 AM,0,0,0
Year 1 Feb 05 2:00 AM,0,0,0
Year 1 Feb 05 3:00 AM,0,0,0
Year 1 Feb 05 4:00 AM,0,0,0
Year 1 Feb 05 5:00 AM,0,0,0
Year 1 Feb 05 6:00 AM,0,0,0
Year 1 Feb 05 7:00 AM,0,0,0
Year 1 Feb 05 8:00 AM,15.75038052,15.75038052,0
Year 1 Feb 05 9:00 AM,34.84000245,34.84000245,0
Year 1 Feb 05 10:00 AM,45.41866467,45.41866467,0
Year 1 Feb 05 11:00 AM,51.27226257,51.27226257,0
Year 1 Feb 05 12:00 PM,53.9388194,53.9388194,0
Year 1 Feb 05 1:00 PM,53.95769938,53.95769938,0
Year 1 Feb 05 2:00 PM,51.1959062,51.1959062,0
Year 1 Feb 05 3:00 PM,45.52579303,45.52579303,0
Year 1 Feb 05 4:00 PM,34.93663258,34.93663258,0
Year 1 Feb 05 5:00 PM,16.64465586,16.64465586,0
Year 1 Feb 05 6:00 PM,0,0,0
Year 1 Feb 05 7:00 PM,0,0,0
Year 1 Feb 05 8:00 PM,0,0,0
Year 1 Feb 05 9:00 PM,0,0,0
Year 1 Feb 05 10:00 PM,0,0,0
Year 1 Feb 05 11:00 PM,0,0,0
Year 1 Feb 06 12:00 AM,0,0,0
Year 1 Feb 06 1:00 AM,0,0,0
Year 1 Feb 06 2:00 AM,0,0,0
Year 1 Feb 06 3:00 AM,0,0,0
Year 1 Feb 06 4:00 AM,0,0,0
Year 1 Feb 06 5:00 AM,0,0,0
Year 1 Feb 06 6:00 AM,0,0,0
Year 1 Feb 06 7:00 AM,0,0,0
Year 1 Feb 06 8:00 AM,16.97768376,16.97768376,0
Year 1 Feb 06 9:00 AM,37.35405282,37.35405282,0
Year 1 Feb 06 10:00 AM,48.53582254,48.53582254,0
Year 1 Feb 06 11:00 AM,55.08308254,55.08308254,0
Year 1 Feb 06 12:00 PM,59.82450042,59.82450042,0
Year 1 Feb 06 1:00 PM,59.59662841,59.59662841,0
Year 1 Feb 06 2:00 PM,54.64329043,54.64329043,0
Year 1 Feb 06 3:00 PM,48.1800129,48.1800129,0
Year 1 Feb 06 4:00 PM,37.12234669,37.12234669,0
Year 1 Feb 06 5:00 PM,17.06813216,17.06813216,0
Year 1 Feb 06 6:00 PM,0,0,0
Year 1 Feb 06 7:00 PM,0,0,0
Year 1 Feb 06 8:00 PM,0,0,0
Year 1 Feb 06 9:00 PM,0,0,0
Year 1 Feb 06 10:00 PM,0,0,0
Year 1 Feb 06 11:00 PM,0,0,0
Year 1 Feb 07 12:00 AM,0,0,0
Year 1 Feb 07 1:00 AM,0,0,0
Year 1 Feb 07 2:00 AM,0,0,0
Year 1 Feb 07 3:00 AM,0,0,0
Year 1 Feb 07 4:00 AM,0,0,0
Year 1 Feb 07 5:00 AM,0,0,0
Year 1 Feb 07 6:00 AM,0,0,0
Year 1 Feb 07 7:00 AM,0,0,0
Year 1 Feb 07 8:00 AM,16.67476547,16.67476547,0
Year 1 Feb 07 9:00 AM,30.76744054,30.76744054,0
Year 1 Feb 07 10:00 AM,42.65318961,42.65318961,0
Year 1 Feb 07 11:00 AM,48.42528637,48.42528637,0
Year 1 Feb 07 12:00 PM,50.63419093,50.63419093,0
Year 1 Feb 07 1:00 PM,50.72946998,50.72946998,0
Year 1 Feb 07 2:00 PM,48.45522141,48.45522141,0
Year 1 Feb 07 3:00 PM,43.27714274,43.27714274,0
Year 1 Feb 07 4:00 PM,30.81666931,30.81666931,0
Year 1 Feb 07 5:00 PM,17.39091011,17.39091011,0
Year 1 Feb 07 6:00 PM,0,0,0
Year 1 Feb 07 7:00 PM,0,0,0
Year 1 Feb 07 8:00 PM,0,0,0
Year 1 Feb 07 9:00 PM,0,0,0
Year 1 Feb 07 10:00 PM,0,0,0
Year 1 Feb 07 11:00 PM,0,0,0
Year 1 Feb 08 12:00 AM,0,0,0
Year 1 Feb 08 1:00 AM,0,0,0
Year 1 Feb 08 2:00 AM,0,0,0
Year 1 Feb 08 3:00 AM,0,0,0
Year 1 Feb 08 4:00 AM,0,0,0
Year 1 Feb 08 5:00 AM,0,0,0
Year 1 Feb 08 6:00 AM,0,0,0
Year 1 Feb 08 7:00 AM,0,0,0
Year 1 Feb 08 8:00 AM,17.76501872,17.76501872,0
Year 1 Feb 08 9:00 AM,45.48557708,45.48557708,0
Year 1 Feb 08 10:00 AM,58.39722829,58.39722829,0
Year 1 Feb 08 11:00 AM,51.1472914,51.1472914,0
Year 1 Feb 08 12:00 PM,53.51583956,53.51583956,0
Year 1 Feb 08 1:00 PM,56.0251624,56.0251624,0
Year 1 Feb 08 2:00 PM,49.04781724,49.04781724,0
Year 1 Feb 08 3:00 PM,43.60978743,43.60978743,0
Year 1 Feb 08 4:00 PM,34.10532931,34.10532931,0
Year 1 Feb 08 5:00 PM,18.33143334,18.33143334,0
Year 1 Feb 08 6:00 PM,0,0,0
Year 1 Feb 08 7:00 PM,0,0,0
Year 1 Feb 08 8:00 PM,0,0,0
Year 1 Feb 08 9:00 PM,0,0,0
Year 1 Feb 08 10:00 PM,0,0,0
Year 1 Feb 08 11:00 PM,0,0,0
Year 1 Feb 09 12:00 AM,0,0,0
Year 1 Feb 09 1:00 AM,0,0,0
Year 1 Feb 09 2:00 AM,0,0,0
Year 1 Feb 09 3:00 AM,0,0,0
Year 1 Feb 09 4:00 AM,0,0,0
Year 1 Feb 09 5:00 AM,0,0,0
Year 1 Feb 09 6:00 AM,0,0,0
Year 1 Feb 09 7:00 AM,0,0,0
Year 1 Feb 09 8:00 AM,23.0131502,23.0131502,0
Year 1 Feb 09 9:00 AM,55.12238584,55.12238584,0
Year 1 Feb 09 10:00 AM,75.51343789,75.51343789,0
Year 1 Feb 09 11:00 AM,90.53221821,90.53221821,0
Year 1 Feb 09 12:00 PM,94.46933781,94.46933781,0
Year 1 Feb 09 1:00 PM,73.03488848,73.03488848,0
Year 1 Feb 09 2:00 PM,69.12981091,69.12981091,0
Year 1 Feb 09 3:00 PM,39.24563225,39.24563225,0
Year 1 Feb 09 4:00 PM,26.14669127,26.14669127,0
Year 1 Feb 09 5:00 PM,15.07802317,15.07802317,0
Year 1 Feb 09 6:00 PM,1.122477475,1.122477475,0
Year 1 Feb 09 7:00 PM,0,0,0
Year 1 Feb 09 8:00 PM,0,0,0
Year 1 Feb 09 9:00 PM,0,0,0
Year 1 Feb 09 10:00 PM,0,0,0
Year 1 Feb 09 11:00 PM,0,0,0
Year 1 Feb 10 12:00 AM,0,0,0
Year 1 Feb 10 1:00 AM,0,0,0
Year 1 Feb 10 2:00 AM,0,0,0
Year 1 Feb 10 3:00 AM,0,0,0
Year 1 Feb 10 4:00 AM,0,0,0
Year 1 Feb 10 5:00 AM,0,0,0
Year 1 Feb 10 6:00 AM,0,0,0
Year 1 Feb 10 7:00 AM,0,0,0
Year 1 Feb 10 8:00 AM,17.43587989,17.43587989,0
Year 1 Feb 10 9:00 AM,40.87759797,40.87759797,0
Year 1 Feb 10 10:00 AM,56.22200663,56.22200663,0
Year 1 Feb 10 11:00 AM,66.12184797,66.12184797,0
Year 1 Feb 10 12:00 PM,69.52058805,69.52058805,0
Year 1 Feb 10 1:00 PM,68.00033636,68.00033636,0
Year 1 Feb 10 2:00 PM,64.6008227,64.6008227,0
Year 1 Feb 10 3:00 PM,54.9680901,54.9680901,0
Year 1 Feb 10 4:00 PM,39.66057927,39.66057927,0
Year 1 Feb 10 5:00 PM,19.89133859,19.89133859,0
Year 1 Feb 10 6:00 PM,1.302103954,1.302103954,0
Year 1 Feb 10 7:00 PM,0,0,0
Year 1 Feb 10 8:00 PM,0,0,0
Year 1 Feb 10 9:00 PM,0,0,0
Year 1 Feb 10 10:00 PM,0,0,0
Year 1 Feb 10 11:00 PM,0,0,0
Year 1 Feb 11 12:00 AM,0,0,0
Year 1 Feb 11 1:00 AM,0,0,0
Year 1 Feb 11 2:00 AM,0,0,0
Year 1 Feb 11 3:00 AM,0,0,0
Year 1 Feb 11 4:00 AM,0,0,0
Year 1 Feb 11 5:00 AM,0,0,0
Year 1 Feb 11 6:00 AM,0,0,0
Year 1 Feb 11 7:00 AM,1.215255372,1.215255372,0
Year 1 Feb 11 8:00 AM,20.8363024,20.8363024,0
Year 1 Feb 11 9:00 AM,48.45825564,48.45825564,0
Year 1 Feb 11 10:00 AM,64.66260856,64.66260856,0
