Time,ZONE_0:EXTREME WINTER WEATHER PERIOD FOR DESIGN:Des Heat Load [W],ZONE_0:EXTREME SUMMER WEATHER PERIOD FOR DESIGN:Des Sens Cool Load [W],ZONE_0:EXTREME WINTER WEATHER PERIOD FOR DESIGN:Des Heat Mass Flow [kg/s],ZONE_0:EXTREME SUMMER WEATHER PERIOD FOR DESIGN:Des Cool Mass Flow [kg/s],ZONE_0::Des Latent Heat Load [W],ZONE_0::Des Latent Cool Load [W],ZONE_0::Des Latent Heat Mass Flow [kg/s],ZONE_0::Des Latent Cool Mass Flow [kg/s],ZONE_0::Des Heat Load No DOAS [W],ZONE_0::Des Sens Cool Load No DOAS [W],ZONE_0::Des Latent Heat Load No DOAS [W],ZONE_0::Des Latent Cool Load No DOAS [W],ZONE_0:EXTREME WINTER WEATHER PERIOD FOR DESIGN:Heating Zone Temperature [C],ZONE_0:EXTREME WINTER WEATHER PERIOD FOR DESIGN:Heating Zone Relative Humidity [%],ZONE_0:EXTREME SUMMER WEATHER PERIOD FOR DESIGN:Cooling Zone Temperature [C],ZONE_0:EXTREME SUMMER WEATHER PERIOD FOR DESIGN:Cooling Zone Relative Humidity [%]
02:10:00,5.130247E+03,3.370375E+01,3.376417E-01,2.356940E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.317908E+01,2.599962E+01,7.789181E+01
02:20:00,5.137746E+03,2.341390E+01,3.381350E-01,1.637312E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.317974E+01,2.599970E+01,7.839081E+01
02:30:00,5.142736E+03,1.524110E+01,3.384632E-01,1.065764E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.317866E+01,2.599977E+01,7.876705E+01
02:40:00,5.145175E+03,9.160395E+00,3.386236E-01,6.405393E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.317695E+01,2.599985E+01,7.903877E+01
02:50:00,5.145008E+03,5.047912E+00,3.386126E-01,3.529645E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998989E+01,2.317500E+01,2.599992E+01,7.924058E+01
03:00:00,5.142173E+03,3.350608E+00,3.384260E-01,2.342807E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998989E+01,2.317274E+01,2.600089E+01,7.939942E+01
03:10:00,5.139634E+03,2.005648E+00,3.382590E-01,1.402381E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998989E+01,2.317007E+01,2.599723E+01,7.953935E+01
03:20:00,5.137709E+03,1.019619E+00,3.381323E-01,7.129312E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.316943E+01,2.597542E+01,7.962240E+01
03:30:00,5.136548E+03,3.545705E-01,3.380559E-01,2.479197E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.317033E+01,2.593957E+01,7.960421E+01
03:40:00,5.136196E+03,0.000000E+00,3.380327E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.317168E+01,2.589925E+01,7.947358E+01
03:50:00,5.136807E+03,0.000000E+00,3.380729E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.317282E+01,2.585947E+01,7.925339E+01
04:00:00,5.138432E+03,0.000000E+00,3.381797E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.317394E+01,2.582059E+01,7.897780E+01
04:10:00,5.140383E+03,0.000000E+00,3.383082E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.317501E+01,2.578156E+01,7.867325E+01
04:20:00,5.142529E+03,0.000000E+00,3.384493E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.317657E+01,2.573872E+01,7.846602E+01
04:30:00,5.144806E+03,0.000000E+00,3.385992E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.317836E+01,2.569240E+01,7.839247E+01
04:40:00,5.147268E+03,0.000000E+00,3.387612E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.318014E+01,2.564455E+01,7.842436E+01
04:50:00,5.149859E+03,0.000000E+00,3.389317E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.318186E+01,2.559903E+01,7.850920E+01
05:00:00,5.152629E+03,0.000000E+00,3.391141E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.318356E+01,2.555582E+01,7.861951E+01
05:10:00,5.157906E+03,0.000000E+00,3.394613E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998988E+01,2.318526E+01,2.551355E+01,7.874519E+01
05:20:00,5.165770E+03,0.000000E+00,3.399788E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998986E+01,2.318923E+01,2.551797E+01,7.878120E+01
05:30:00,5.176232E+03,0.000000E+00,3.406672E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998984E+01,2.319464E+01,2.556459E+01,7.878255E+01
05:40:00,5.189297E+03,0.000000E+00,3.415269E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998982E+01,2.320025E+01,2.562694E+01,7.884311E+01
05:50:00,5.204971E+03,0.000000E+00,3.425581E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998980E+01,2.320568E+01,2.569047E+01,7.898490E+01
06:00:00,5.223256E+03,0.000000E+00,3.437611E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998978E+01,2.321104E+01,2.575508E+01,7.917230E+01
06:10:00,5.239147E+03,0.000000E+00,3.448066E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998976E+01,2.321640E+01,2.582473E+01,7.936499E+01
06:20:00,5.252559E+03,7.840225E+00,3.456888E-01,5.502474E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998976E+01,2.321974E+01,2.594769E+01,7.923045E+01
06:30:00,5.263471E+03,2.130408E+01,3.464067E-01,1.491797E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998976E+01,2.322181E+01,2.599773E+01,7.886818E+01
06:40:00,5.271871E+03,4.008775E+01,3.469594E-01,2.805449E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998976E+01,2.322370E+01,2.599690E+01,7.817316E+01
06:50:00,5.277747E+03,6.531551E+01,3.473459E-01,4.569912E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998976E+01,2.322570E+01,2.599580E+01,7.711051E+01
07:00:00,5.281088E+03,9.672353E+01,3.475657E-01,6.766823E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998976E+01,2.322771E+01,2.599457E+01,7.580665E+01
07:10:00,5.284215E+03,1.312541E+02,3.477715E-01,9.182331E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998976E+01,2.322966E+01,2.599353E+01,7.437078E+01
07:20:00,5.286835E+03,1.610371E+02,3.479439E-01,1.126399E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998976E+01,2.323125E+01,2.599320E+01,7.317141E+01
07:30:00,5.288901E+03,1.882686E+02,3.480800E-01,1.316932E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998977E+01,2.323188E+01,2.599290E+01,7.233366E+01
07:40:00,5.290330E+03,2.132107E+02,3.481741E-01,1.491462E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998977E+01,2.323192E+01,2.599256E+01,7.178845E+01
07:50:00,5.290986E+03,2.347204E+02,3.482173E-01,1.641988E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998977E+01,2.323165E+01,2.599218E+01,7.142174E+01
08:00:00,5.290722E+03,2.530469E+02,3.481999E-01,1.770246E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998977E+01,2.323097E+01,2.599177E+01,7.114867E+01
08:10:00,5.286011E+03,2.734518E+02,3.478899E-01,1.913044E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998977E+01,2.322973E+01,2.599136E+01,7.092394E+01
08:20:00,5.277005E+03,2.960409E+02,3.472973E-01,2.071143E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998980E+01,2.322306E+01,2.599059E+01,7.056904E+01
08:30:00,5.263566E+03,3.208809E+02,3.464131E-01,2.245013E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998983E+01,2.321287E+01,2.598985E+01,7.003154E+01
08:40:00,5.245866E+03,3.482085E+02,3.452485E-01,2.436310E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998985E+01,2.320168E+01,2.598919E+01,6.935760E+01
08:50:00,5.223995E+03,3.781188E+02,3.438095E-01,2.645698E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998987E+01,2.319070E+01,2.598861E+01,6.860675E+01
09:00:00,5.198034E+03,4.106753E+02,3.421013E-01,2.873620E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998989E+01,2.317973E+01,2.598809E+01,6.782165E+01
09:10:00,5.168451E+03,4.414347E+02,3.401549E-01,3.088983E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998991E+01,2.316839E+01,2.598763E+01,6.702544E+01
09:20:00,5.135278E+03,4.702720E+02,3.379722E-01,3.290886E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998995E+01,2.315176E+01,2.598753E+01,6.625943E+01
09:30:00,5.098633E+03,4.971108E+02,3.355611E-01,3.478790E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.998999E+01,2.313146E+01,2.598747E+01,6.553762E+01
09:40:00,5.058495E+03,5.217645E+02,3.329201E-01,3.651387E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999003E+01,2.311001E+01,2.598743E+01,6.485176E+01
09:50:00,5.014910E+03,5.441619E+02,3.300523E-01,3.808178E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999006E+01,2.308845E+01,2.598739E+01,6.418851E+01
10:00:00,4.967946E+03,5.642587E+02,3.269621E-01,3.948852E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999009E+01,2.306657E+01,2.598737E+01,6.353865E+01
10:10:00,4.923871E+03,5.842978E+02,3.240621E-01,4.089105E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999013E+01,2.304406E+01,2.598736E+01,6.289797E+01
10:20:00,4.882940E+03,6.043343E+02,3.213689E-01,4.229334E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999014E+01,2.302549E+01,2.598736E+01,6.252841E+01
10:30:00,4.845266E+03,6.243951E+02,3.188900E-01,4.369739E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999014E+01,2.300959E+01,2.598724E+01,6.247007E+01
10:40:00,4.810932E+03,6.439859E+02,3.166307E-01,4.506871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999015E+01,2.299404E+01,2.598694E+01,6.261484E+01
10:50:00,4.780018E+03,6.629411E+02,3.145965E-01,4.639576E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999016E+01,2.297833E+01,2.598655E+01,6.286110E+01
11:00:00,4.752589E+03,6.811617E+02,3.127915E-01,4.767166E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999017E+01,2.296262E+01,2.598610E+01,6.315091E+01
11:10:00,4.727024E+03,6.965127E+02,3.111091E-01,4.874703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999018E+01,2.294698E+01,2.598562E+01,6.346043E+01
11:20:00,4.703277E+03,7.088833E+02,3.095464E-01,4.961400E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999018E+01,2.293459E+01,2.598534E+01,6.373953E+01
11:30:00,4.681384E+03,7.181834E+02,3.081056E-01,5.026615E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999018E+01,2.292432E+01,2.598511E+01,6.398223E+01
11:40:00,4.661343E+03,7.257139E+02,3.067868E-01,5.079441E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999018E+01,2.291451E+01,2.598492E+01,6.420571E+01
11:50:00,4.643177E+03,7.318866E+02,3.055912E-01,5.122761E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999019E+01,2.290486E+01,2.598466E+01,6.440080E+01
12:00:00,4.626906E+03,7.368900E+02,3.045205E-01,5.157887E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999019E+01,2.289552E+01,2.598438E+01,6.456210E+01
12:10:00,4.610002E+03,7.438674E+02,3.034080E-01,5.206820E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999020E+01,2.288651E+01,2.598411E+01,6.469589E+01
12:20:00,4.592445E+03,7.530021E+02,3.022526E-01,5.270862E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999021E+01,2.287791E+01,2.598374E+01,6.446826E+01
12:30:00,4.574240E+03,7.644605E+02,3.010546E-01,5.351166E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999023E+01,2.286960E+01,2.598359E+01,6.384577E+01
12:40:00,4.555375E+03,7.764724E+02,2.998132E-01,5.435325E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999025E+01,2.286157E+01,2.598373E+01,6.298244E+01
12:50:00,4.535855E+03,7.885012E+02,2.985287E-01,5.519557E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999027E+01,2.285397E+01,2.598416E+01,6.205424E+01
13:00:00,4.515651E+03,8.003402E+02,2.971993E-01,5.602405E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999029E+01,2.284686E+01,2.598471E+01,6.114757E+01
13:10:00,4.498339E+03,8.120281E+02,2.960604E-01,5.684139E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999031E+01,2.284007E+01,2.598527E+01,6.027385E+01
13:20:00,4.483974E+03,8.234395E+02,2.951152E-01,5.763879E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999032E+01,2.283354E+01,2.598573E+01,5.957327E+01
13:30:00,4.472543E+03,8.344308E+02,2.943632E-01,5.840641E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999031E+01,2.282736E+01,2.598608E+01,5.904884E+01
13:40:00,4.464231E+03,8.464586E+02,2.938163E-01,5.924648E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999030E+01,2.282155E+01,2.598632E+01,5.862778E+01
13:50:00,4.459106E+03,8.599408E+02,2.934790E-01,6.018852E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999029E+01,2.281675E+01,2.598643E+01,5.823346E+01
14:00:00,4.457144E+03,8.750272E+02,2.933498E-01,6.124314E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999028E+01,2.281298E+01,2.598652E+01,5.783015E+01
14:10:00,4.458383E+03,8.897320E+02,2.934312E-01,6.227134E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999027E+01,2.280964E+01,2.598662E+01,5.741421E+01
14:20:00,4.462868E+03,9.040785E+02,2.937262E-01,6.327464E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999024E+01,2.281364E+01,2.598681E+01,5.712200E+01
14:30:00,4.470602E+03,9.181083E+02,2.942349E-01,6.425592E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999021E+01,2.282263E+01,2.598692E+01,5.697073E+01
14:40:00,4.481198E+03,9.307050E+02,2.949319E-01,6.513706E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999020E+01,2.283267E+01,2.598693E+01,5.690374E+01
14:50:00,4.494530E+03,9.415299E+02,2.958090E-01,6.589431E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999019E+01,2.284203E+01,2.598690E+01,5.687762E+01
15:00:00,4.510633E+03,9.504453E+02,2.968685E-01,6.651802E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999018E+01,2.285105E+01,2.598684E+01,5.687075E+01
15:10:00,4.524907E+03,9.549365E+02,2.978076E-01,6.683222E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999017E+01,2.286029E+01,2.598678E+01,5.687427E+01
15:20:00,4.537279E+03,9.548436E+02,2.986216E-01,6.682561E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999017E+01,2.286819E+01,2.598694E+01,5.722031E+01
15:30:00,4.547717E+03,9.500625E+02,2.993085E-01,6.649102E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999018E+01,2.287534E+01,2.598689E+01,5.793156E+01
15:40:00,4.556763E+03,9.414019E+02,2.999038E-01,6.588518E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999019E+01,2.288255E+01,2.598656E+01,5.885348E+01
15:50:00,4.564217E+03,9.290621E+02,3.003944E-01,6.502221E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999019E+01,2.289121E+01,2.598604E+01,5.984231E+01
