Surface Name,PANEL0SURF: SurfDifShdgRatioIsoSky,PANEL0SURF: SurfDifShdgRatioHoriz,PANEL0SURF: BaseViewFactorSkyIR,PANEL0SURF: BaseViewFactorGroundIR,Mir-PANEL0SURF: SurfDifShdgRatioIsoSky,Mir-PANEL0SURF: SurfDifShdgRatioHoriz,Mir-PANEL0SURF: BaseViewFactorSkyIR,Mir-PANEL0SURF: BaseViewFactorGroundIR,SHADER_0: SurfDifShdgRatioIsoSky,SHADER_0: SurfDifShdgRatioHoriz,SHADER_0: BaseViewFactorSkyIR,SHADER_0: BaseViewFactorGroundIR,Mir-SHADER_0: SurfDifShdgRatioIsoSky,Mir-SHADER_0: SurfDifShdgRatioHoriz,Mir-SHADER_0: BaseViewFactorSkyIR,Mir-SHADER_0: BaseViewFactorGroundIR,ZONE_0:F0: SurfDifShdgRatioIsoSky,ZONE_0:F0: SurfDifShdgRatioHoriz,ZONE_0:F0: BaseViewFactorSkyIR,ZONE_0:F0: BaseViewFactorGroundIR,ZONE_0:F1: SurfDifShdgRatioIsoSky,ZONE_0:F1: SurfDifShdgRatioHoriz,ZONE_0:F1: BaseViewFactorSkyIR,ZONE_0:F1: BaseViewFactorGroundIR,ZONE_0:F2: SurfDifShdgRatioIsoSky,ZONE_0:F2: SurfDifShdgRatioHoriz,ZONE_0:F2: BaseViewFactorSkyIR,ZONE_0:F2: BaseViewFactorGroundIR,ZONE_0:F3: SurfDifShdgRatioIsoSky,ZONE_0:F3: SurfDifShdgRatioHoriz,ZONE_0:F3: BaseViewFactorSkyIR,ZONE_0:F3: BaseViewFactorGroundIR,ZONE_0:F5: SurfDifShdgRatioIsoSky,ZONE_0:F5: SurfDifShdgRatioHoriz,ZONE_0:F5: BaseViewFactorSkyIR,ZONE_0:F5: BaseViewFactorGroundIR,ZONE_0:F0:W0: SurfDifShdgRatioIsoSky,ZONE_0:F0:W0: SurfDifShdgRatioHoriz,ZONE_0:F0:W0: BaseViewFactorSkyIR,ZONE_0:F0:W0: BaseViewFactorGroundIR,ZONE_0:F1:W0: SurfDifShdgRatioIsoSky,ZONE_0:F1:W0: SurfDifShdgRatioHoriz,ZONE_0:F1:W0: BaseViewFactorSkyIR,ZONE_0:F1:W0: BaseViewFactorGroundIR,ZONE_0:F2:W0: SurfDifShdgRatioIsoSky,ZONE_0:F2:W0: SurfDifShdgRatioHoriz,ZONE_0:F2:W0: BaseViewFactorSkyIR,ZONE_0:F2:W0: BaseViewFactorGroundIR,ZONE_0:F3:W0: SurfDifShdgRatioIsoSky,ZONE_0:F3:W0: SurfDifShdgRatioHoriz,ZONE_0:F3:W0: BaseViewFactorSkyIR,ZONE_0:F3:W0: BaseViewFactorGroundIR
Constant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
