Surface Name,6:F0: SurfDifShdgRatioIsoSky,6:F0: SurfDifShdgRatioHoriz,6:F0: ViewFactorSkyIR,6:F0: ViewFactorGroundIR,6:F1: SurfDifShdgRatioIsoSky,6:F1: SurfDifShdgRatioHoriz,6:F1: ViewFactorSkyIR,6:F1: ViewFactorGroundIR,6:F2: SurfDifShdgRatioIsoSky,6:F2: SurfDifShdgRatioHoriz,6:F2: ViewFactorSkyIR,6:F2: ViewFactorGroundIR,6:F2_W0: SurfDifShdgRatioIsoSky,6:F2_W0: SurfDifShdgRatioHoriz,6:F2_W0: ViewFactorSkyIR,6:F2_W0: ViewFactorGroundIR,6:F3: SurfDifShdgRatioIsoSky,6:F3: SurfDifShdgRatioHoriz,6:F3: ViewFactorSkyIR,6:F3: ViewFactorGroundIR,6:F3_W0: SurfDifShdgRatioIsoSky,6:F3_W0: SurfDifShdgRatioHoriz,6:F3_W0: ViewFactorSkyIR,6:F3_W0: ViewFactorGroundIR,6:F3_W1: SurfDifShdgRatioIsoSky,6:F3_W1: SurfDifShdgRatioHoriz,6:F3_W1: ViewFactorSkyIR,6:F3_W1: ViewFactorGroundIR,6:F4: SurfDifShdgRatioIsoSky,6:F4: SurfDifShdgRatioHoriz,6:F4: ViewFactorSkyIR,6:F4: ViewFactorGroundIR
 02/15 03:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 03:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 03:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 03:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 04:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 04:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 04:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 04:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 04:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 04:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 05:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 05:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 05:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 05:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 05:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 05:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 06:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 06:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 06:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 06:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 06:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 06:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 07:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 07:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.445305838,0.445305838,0.384615,0.25,1,1,0.269231,0.458333,0.699068675,0.699068675,0.326923,0.395833,0.506358618,0.506358618,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 07:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.445305838,0.445305838,0.384615,0.25,1,1,0.269231,0.458333,0.699068675,0.699068675,0.326923,0.395833,0.506358618,0.506358618,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 07:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.445305838,0.445305838,0.384615,0.25,1,1,0.269231,0.458333,0.699068675,0.699068675,0.326923,0.395833,0.506358618,0.506358618,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 07:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.445305838,0.445305838,0.384615,0.25,1,1,0.269231,0.458333,0.699068675,0.699068675,0.326923,0.395833,0.506358618,0.506358618,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 07:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.445305838,0.445305838,0.384615,0.25,1,1,0.269231,0.458333,0.699068675,0.699068675,0.326923,0.395833,0.506358618,0.506358618,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 08:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.445305838,0.445305838,0.384615,0.25,1,1,0.269231,0.458333,0.699068675,0.699068675,0.326923,0.395833,0.506358618,0.506358618,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 08:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.38587043,0.38587043,0.384615,0.25,1,1,0.269231,0.458333,0.408685108,0.408685108,0.326923,0.395833,0.528319895,0.528319895,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 08:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.38587043,0.38587043,0.384615,0.25,1,1,0.269231,0.458333,0.408685108,0.408685108,0.326923,0.395833,0.528319895,0.528319895,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 08:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.38587043,0.38587043,0.384615,0.25,1,1,0.269231,0.458333,0.408685108,0.408685108,0.326923,0.395833,0.528319895,0.528319895,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 08:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.38587043,0.38587043,0.384615,0.25,1,1,0.269231,0.458333,0.408685108,0.408685108,0.326923,0.395833,0.528319895,0.528319895,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 08:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.38587043,0.38587043,0.384615,0.25,1,1,0.269231,0.458333,0.408685108,0.408685108,0.326923,0.395833,0.528319895,0.528319895,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 09:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.38587043,0.38587043,0.384615,0.25,1,1,0.269231,0.458333,0.408685108,0.408685108,0.326923,0.395833,0.528319895,0.528319895,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 09:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.419950207,0.419950207,0.384615,0.25,1,1,0.269231,0.458333,0.431952883,0.431952883,0.326923,0.395833,0.656558864,0.656558864,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 09:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.419950207,0.419950207,0.384615,0.25,1,1,0.269231,0.458333,0.431952883,0.431952883,0.326923,0.395833,0.656558864,0.656558864,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 09:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.419950207,0.419950207,0.384615,0.25,1,1,0.269231,0.458333,0.431952883,0.431952883,0.326923,0.395833,0.656558864,0.656558864,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 09:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.419950207,0.419950207,0.384615,0.25,1,1,0.269231,0.458333,0.431952883,0.431952883,0.326923,0.395833,0.656558864,0.656558864,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 09:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.419950207,0.419950207,0.384615,0.25,1,1,0.269231,0.458333,0.431952883,0.431952883,0.326923,0.395833,0.656558864,0.656558864,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 10:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.419950207,0.419950207,0.384615,0.25,1,1,0.269231,0.458333,0.431952883,0.431952883,0.326923,0.395833,0.656558864,0.656558864,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 10:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.452227848,0.452227848,0.384615,0.25,1,1,0.269231,0.458333,0.450188265,0.450188265,0.326923,0.395833,0.764638566,0.764638566,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 10:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.452227848,0.452227848,0.384615,0.25,1,1,0.269231,0.458333,0.450188265,0.450188265,0.326923,0.395833,0.764638566,0.764638566,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 10:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.452227848,0.452227848,0.384615,0.25,1,1,0.269231,0.458333,0.450188265,0.450188265,0.326923,0.395833,0.764638566,0.764638566,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 10:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.452227848,0.452227848,0.384615,0.25,1,1,0.269231,0.458333,0.450188265,0.450188265,0.326923,0.395833,0.764638566,0.764638566,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 10:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.452227848,0.452227848,0.384615,0.25,1,1,0.269231,0.458333,0.450188265,0.450188265,0.326923,0.395833,0.764638566,0.764638566,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 11:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.452227848,0.452227848,0.384615,0.25,1,1,0.269231,0.458333,0.450188265,0.450188265,0.326923,0.395833,0.764638566,0.764638566,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 11:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.42044862,0.42044862,0.384615,0.25,1,1,0.269231,0.458333,0.430032289,0.430032289,0.326923,0.395833,0.755256634,0.755256634,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 11:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.42044862,0.42044862,0.384615,0.25,1,1,0.269231,0.458333,0.430032289,0.430032289,0.326923,0.395833,0.755256634,0.755256634,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 11:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.42044862,0.42044862,0.384615,0.25,1,1,0.269231,0.458333,0.430032289,0.430032289,0.326923,0.395833,0.755256634,0.755256634,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 11:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.42044862,0.42044862,0.384615,0.25,1,1,0.269231,0.458333,0.430032289,0.430032289,0.326923,0.395833,0.755256634,0.755256634,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 11:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.42044862,0.42044862,0.384615,0.25,1,1,0.269231,0.458333,0.430032289,0.430032289,0.326923,0.395833,0.755256634,0.755256634,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 12:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.42044862,0.42044862,0.384615,0.25,1,1,0.269231,0.458333,0.430032289,0.430032289,0.326923,0.395833,0.755256634,0.755256634,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 12:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.380693453,0.380693453,0.384615,0.25,1,1,0.269231,0.458333,0.401399429,0.401399429,0.326923,0.395833,0.737193723,0.737193723,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 12:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.380693453,0.380693453,0.384615,0.25,1,1,0.269231,0.458333,0.401399429,0.401399429,0.326923,0.395833,0.737193723,0.737193723,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 12:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.380693453,0.380693453,0.384615,0.25,1,1,0.269231,0.458333,0.401399429,0.401399429,0.326923,0.395833,0.737193723,0.737193723,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 12:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.380693453,0.380693453,0.384615,0.25,1,1,0.269231,0.458333,0.401399429,0.401399429,0.326923,0.395833,0.737193723,0.737193723,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 12:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.380693453,0.380693453,0.384615,0.25,1,1,0.269231,0.458333,0.401399429,0.401399429,0.326923,0.395833,0.737193723,0.737193723,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 13:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.380693453,0.380693453,0.384615,0.25,1,1,0.269231,0.458333,0.401399429,0.401399429,0.326923,0.395833,0.737193723,0.737193723,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 13:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.370640217,0.370640217,0.384615,0.25,1,1,0.269231,0.458333,0.372251629,0.372251629,0.326923,0.395833,0.721257013,0.721257013,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 13:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.370640217,0.370640217,0.384615,0.25,1,1,0.269231,0.458333,0.372251629,0.372251629,0.326923,0.395833,0.721257013,0.721257013,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 13:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.370640217,0.370640217,0.384615,0.25,1,1,0.269231,0.458333,0.372251629,0.372251629,0.326923,0.395833,0.721257013,0.721257013,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 13:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.370640217,0.370640217,0.384615,0.25,1,1,0.269231,0.458333,0.372251629,0.372251629,0.326923,0.395833,0.721257013,0.721257013,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 13:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.370640217,0.370640217,0.384615,0.25,1,1,0.269231,0.458333,0.372251629,0.372251629,0.326923,0.395833,0.721257013,0.721257013,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 14:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.370640217,0.370640217,0.384615,0.25,1,1,0.269231,0.458333,0.372251629,0.372251629,0.326923,0.395833,0.721257013,0.721257013,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 14:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.321127481,0.321127481,0.384615,0.25,1,1,0.269231,0.458333,0.354966819,0.354966819,0.326923,0.395833,0.689176249,0.689176249,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 14:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.321127481,0.321127481,0.384615,0.25,1,1,0.269231,0.458333,0.354966819,0.354966819,0.326923,0.395833,0.689176249,0.689176249,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 14:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.321127481,0.321127481,0.384615,0.25,1,1,0.269231,0.458333,0.354966819,0.354966819,0.326923,0.395833,0.689176249,0.689176249,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 14:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.321127481,0.321127481,0.384615,0.25,1,1,0.269231,0.458333,0.354966819,0.354966819,0.326923,0.395833,0.689176249,0.689176249,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 14:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.321127481,0.321127481,0.384615,0.25,1,1,0.269231,0.458333,0.354966819,0.354966819,0.326923,0.395833,0.689176249,0.689176249,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 15:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.321127481,0.321127481,0.384615,0.25,1,1,0.269231,0.458333,0.354966819,0.354966819,0.326923,0.395833,0.689176249,0.689176249,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 15:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.315007268,0.315007268,0.384615,0.25,1,1,0.269231,0.458333,0.344135621,0.344135621,0.326923,0.395833,0.646336854,0.646336854,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 15:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.315007268,0.315007268,0.384615,0.25,1,1,0.269231,0.458333,0.344135621,0.344135621,0.326923,0.395833,0.646336854,0.646336854,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 15:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.315007268,0.315007268,0.384615,0.25,1,1,0.269231,0.458333,0.344135621,0.344135621,0.326923,0.395833,0.646336854,0.646336854,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 15:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.315007268,0.315007268,0.384615,0.25,1,1,0.269231,0.458333,0.344135621,0.344135621,0.326923,0.395833,0.646336854,0.646336854,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 15:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.315007268,0.315007268,0.384615,0.25,1,1,0.269231,0.458333,0.344135621,0.344135621,0.326923,0.395833,0.646336854,0.646336854,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 16:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.315007268,0.315007268,0.384615,0.25,1,1,0.269231,0.458333,0.344135621,0.344135621,0.326923,0.395833,0.646336854,0.646336854,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 16:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.349634809,0.349634809,0.384615,0.25,1,1,0.269231,0.458333,0.327851451,0.327851451,0.326923,0.395833,0.547865766,0.547865766,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 16:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.349634809,0.349634809,0.384615,0.25,1,1,0.269231,0.458333,0.327851451,0.327851451,0.326923,0.395833,0.547865766,0.547865766,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 16:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.349634809,0.349634809,0.384615,0.25,1,1,0.269231,0.458333,0.327851451,0.327851451,0.326923,0.395833,0.547865766,0.547865766,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 16:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.349634809,0.349634809,0.384615,0.25,1,1,0.269231,0.458333,0.327851451,0.327851451,0.326923,0.395833,0.547865766,0.547865766,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 16:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.349634809,0.349634809,0.384615,0.25,1,1,0.269231,0.458333,0.327851451,0.327851451,0.326923,0.395833,0.547865766,0.547865766,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 17:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.349634809,0.349634809,0.384615,0.25,1,1,0.269231,0.458333,0.327851451,0.327851451,0.326923,0.395833,0.547865766,0.547865766,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 17:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.402787221,0.402787221,0.384615,0.25,1,1,0.269231,0.458333,0.362730968,0.362730968,0.326923,0.395833,0.40677938,0.40677938,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 17:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.402787221,0.402787221,0.384615,0.25,1,1,0.269231,0.458333,0.362730968,0.362730968,0.326923,0.395833,0.40677938,0.40677938,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 17:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.402787221,0.402787221,0.384615,0.25,1,1,0.269231,0.458333,0.362730968,0.362730968,0.326923,0.395833,0.40677938,0.40677938,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 17:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.402787221,0.402787221,0.384615,0.25,1,1,0.269231,0.458333,0.362730968,0.362730968,0.326923,0.395833,0.40677938,0.40677938,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 17:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.402787221,0.402787221,0.384615,0.25,1,1,0.269231,0.458333,0.362730968,0.362730968,0.326923,0.395833,0.40677938,0.40677938,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 18:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.402787221,0.402787221,0.384615,0.25,1,1,0.269231,0.458333,0.362730968,0.362730968,0.326923,0.395833,0.40677938,0.40677938,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 18:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 18:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 02/15 18:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
