Surface Name,6:F0: SurfDifShdgRatioIsoSky,6:F0: SurfDifShdgRatioHoriz,6:F0: ViewFactorSkyIR,6:F0: ViewFactorGroundIR,6:F1: SurfDifShdgRatioIsoSky,6:F1: SurfDifShdgRatioHoriz,6:F1: ViewFactorSkyIR,6:F1: ViewFactorGroundIR,6:F2: SurfDifShdgRatioIsoSky,6:F2: SurfDifShdgRatioHoriz,6:F2: ViewFactorSkyIR,6:F2: ViewFactorGroundIR,6:F2_W0: SurfDifShdgRatioIsoSky,6:F2_W0: SurfDifShdgRatioHoriz,6:F2_W0: ViewFactorSkyIR,6:F2_W0: ViewFactorGroundIR,6:F3: SurfDifShdgRatioIsoSky,6:F3: SurfDifShdgRatioHoriz,6:F3: ViewFactorSkyIR,6:F3: ViewFactorGroundIR,6:F3_W0: SurfDifShdgRatioIsoSky,6:F3_W0: SurfDifShdgRatioHoriz,6:F3_W0: ViewFactorSkyIR,6:F3_W0: ViewFactorGroundIR,6:F3_W1: SurfDifShdgRatioIsoSky,6:F3_W1: SurfDifShdgRatioHoriz,6:F3_W1: ViewFactorSkyIR,6:F3_W1: ViewFactorGroundIR,6:F4: SurfDifShdgRatioIsoSky,6:F4: SurfDifShdgRatioHoriz,6:F4: ViewFactorSkyIR,6:F4: ViewFactorGroundIR
 06/10 22:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/10 22:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/10 23:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/10 23:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/10 23:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/10 23:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/10 23:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/10 23:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/10 24:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 00:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 00:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 00:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 00:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 00:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 01:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 01:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 01:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 01:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 01:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 01:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 02:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 02:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 02:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 02:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 02:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 02:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 03:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 03:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 03:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 03:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 03:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 03:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 04:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 04:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 04:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 04:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 04:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 04:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 05:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,1.688073394,1.688073394,0.384615,0.25,1,1,0.269231,0.458333,6.575221239,6.575221239,0.326923,0.395833,6.095477387,6.095477387,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 05:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.79690903,0.79690903,0.384615,0.25,1,1,0.269231,0.458333,2.700118364,2.700118364,0.326923,0.395833,0.963967412,0.963967412,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 05:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.79690903,0.79690903,0.384615,0.25,1,1,0.269231,0.458333,2.700118364,2.700118364,0.326923,0.395833,0.963967412,0.963967412,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 05:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.79690903,0.79690903,0.384615,0.25,1,1,0.269231,0.458333,2.700118364,2.700118364,0.326923,0.395833,0.963967412,0.963967412,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 05:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.79690903,0.79690903,0.384615,0.25,1,1,0.269231,0.458333,2.700118364,2.700118364,0.326923,0.395833,0.963967412,0.963967412,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 05:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.79690903,0.79690903,0.384615,0.25,1,1,0.269231,0.458333,2.700118364,2.700118364,0.326923,0.395833,0.963967412,0.963967412,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 06:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.79690903,0.79690903,0.384615,0.25,1,1,0.269231,0.458333,2.700118364,2.700118364,0.326923,0.395833,0.963967412,0.963967412,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 06:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.337959489,0.337959489,0.384615,0.25,1,1,0.269231,0.458333,0.762519814,0.762519814,0.326923,0.395833,0.406567625,0.406567625,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 06:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.337959489,0.337959489,0.384615,0.25,1,1,0.269231,0.458333,0.762519814,0.762519814,0.326923,0.395833,0.406567625,0.406567625,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 06:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.337959489,0.337959489,0.384615,0.25,1,1,0.269231,0.458333,0.762519814,0.762519814,0.326923,0.395833,0.406567625,0.406567625,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 06:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.337959489,0.337959489,0.384615,0.25,1,1,0.269231,0.458333,0.762519814,0.762519814,0.326923,0.395833,0.406567625,0.406567625,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 06:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.337959489,0.337959489,0.384615,0.25,1,1,0.269231,0.458333,0.762519814,0.762519814,0.326923,0.395833,0.406567625,0.406567625,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 07:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.337959489,0.337959489,0.384615,0.25,1,1,0.269231,0.458333,0.762519814,0.762519814,0.326923,0.395833,0.406567625,0.406567625,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 07:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.363207816,0.363207816,0.384615,0.25,1,1,0.269231,0.458333,0.551017601,0.551017601,0.326923,0.395833,0.42896533,0.42896533,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 07:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.363207816,0.363207816,0.384615,0.25,1,1,0.269231,0.458333,0.551017601,0.551017601,0.326923,0.395833,0.42896533,0.42896533,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 07:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.363207816,0.363207816,0.384615,0.25,1,1,0.269231,0.458333,0.551017601,0.551017601,0.326923,0.395833,0.42896533,0.42896533,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 07:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.363207816,0.363207816,0.384615,0.25,1,1,0.269231,0.458333,0.551017601,0.551017601,0.326923,0.395833,0.42896533,0.42896533,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 07:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.363207816,0.363207816,0.384615,0.25,1,1,0.269231,0.458333,0.551017601,0.551017601,0.326923,0.395833,0.42896533,0.42896533,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 08:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.363207816,0.363207816,0.384615,0.25,1,1,0.269231,0.458333,0.551017601,0.551017601,0.326923,0.395833,0.42896533,0.42896533,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 08:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.443234444,0.443234444,0.384615,0.25,1,1,0.269231,0.458333,0.493496497,0.493496497,0.326923,0.395833,0.466847762,0.466847762,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 08:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.443234444,0.443234444,0.384615,0.25,1,1,0.269231,0.458333,0.493496497,0.493496497,0.326923,0.395833,0.466847762,0.466847762,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 08:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.443234444,0.443234444,0.384615,0.25,1,1,0.269231,0.458333,0.493496497,0.493496497,0.326923,0.395833,0.466847762,0.466847762,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 08:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.443234444,0.443234444,0.384615,0.25,1,1,0.269231,0.458333,0.493496497,0.493496497,0.326923,0.395833,0.466847762,0.466847762,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 08:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.443234444,0.443234444,0.384615,0.25,1,1,0.269231,0.458333,0.493496497,0.493496497,0.326923,0.395833,0.466847762,0.466847762,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 09:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.443234444,0.443234444,0.384615,0.25,1,1,0.269231,0.458333,0.493496497,0.493496497,0.326923,0.395833,0.466847762,0.466847762,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 09:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.478361758,0.478361758,0.384615,0.25,1,1,0.269231,0.458333,0.481714325,0.481714325,0.326923,0.395833,0.504936741,0.504936741,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 09:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.478361758,0.478361758,0.384615,0.25,1,1,0.269231,0.458333,0.481714325,0.481714325,0.326923,0.395833,0.504936741,0.504936741,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 09:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.478361758,0.478361758,0.384615,0.25,1,1,0.269231,0.458333,0.481714325,0.481714325,0.326923,0.395833,0.504936741,0.504936741,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 09:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.478361758,0.478361758,0.384615,0.25,1,1,0.269231,0.458333,0.481714325,0.481714325,0.326923,0.395833,0.504936741,0.504936741,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 09:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.478361758,0.478361758,0.384615,0.25,1,1,0.269231,0.458333,0.481714325,0.481714325,0.326923,0.395833,0.504936741,0.504936741,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 10:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.478361758,0.478361758,0.384615,0.25,1,1,0.269231,0.458333,0.481714325,0.481714325,0.326923,0.395833,0.504936741,0.504936741,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 10:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.452240097,0.452240097,0.384615,0.25,1,1,0.269231,0.458333,0.475186205,0.475186205,0.326923,0.395833,0.548469386,0.548469386,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 10:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.452240097,0.452240097,0.384615,0.25,1,1,0.269231,0.458333,0.475186205,0.475186205,0.326923,0.395833,0.548469386,0.548469386,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 10:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.452240097,0.452240097,0.384615,0.25,1,1,0.269231,0.458333,0.475186205,0.475186205,0.326923,0.395833,0.548469386,0.548469386,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 10:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.452240097,0.452240097,0.384615,0.25,1,1,0.269231,0.458333,0.475186205,0.475186205,0.326923,0.395833,0.548469386,0.548469386,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 10:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.452240097,0.452240097,0.384615,0.25,1,1,0.269231,0.458333,0.475186205,0.475186205,0.326923,0.395833,0.548469386,0.548469386,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 11:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.452240097,0.452240097,0.384615,0.25,1,1,0.269231,0.458333,0.475186205,0.475186205,0.326923,0.395833,0.548469386,0.548469386,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 11:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.419817357,0.419817357,0.384615,0.25,1,1,0.269231,0.458333,0.477031403,0.477031403,0.326923,0.395833,0.541598471,0.541598471,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 11:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.419817357,0.419817357,0.384615,0.25,1,1,0.269231,0.458333,0.477031403,0.477031403,0.326923,0.395833,0.541598471,0.541598471,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 11:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.419817357,0.419817357,0.384615,0.25,1,1,0.269231,0.458333,0.477031403,0.477031403,0.326923,0.395833,0.541598471,0.541598471,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 11:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.419817357,0.419817357,0.384615,0.25,1,1,0.269231,0.458333,0.477031403,0.477031403,0.326923,0.395833,0.541598471,0.541598471,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 11:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.419817357,0.419817357,0.384615,0.25,1,1,0.269231,0.458333,0.477031403,0.477031403,0.326923,0.395833,0.541598471,0.541598471,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 12:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.419817357,0.419817357,0.384615,0.25,1,1,0.269231,0.458333,0.477031403,0.477031403,0.326923,0.395833,0.541598471,0.541598471,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 12:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.382198209,0.382198209,0.384615,0.25,1,1,0.269231,0.458333,0.471686458,0.471686458,0.326923,0.395833,0.545110487,0.545110487,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 12:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.382198209,0.382198209,0.384615,0.25,1,1,0.269231,0.458333,0.471686458,0.471686458,0.326923,0.395833,0.545110487,0.545110487,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 12:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.382198209,0.382198209,0.384615,0.25,1,1,0.269231,0.458333,0.471686458,0.471686458,0.326923,0.395833,0.545110487,0.545110487,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 12:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.382198209,0.382198209,0.384615,0.25,1,1,0.269231,0.458333,0.471686458,0.471686458,0.326923,0.395833,0.545110487,0.545110487,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 12:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.382198209,0.382198209,0.384615,0.25,1,1,0.269231,0.458333,0.471686458,0.471686458,0.326923,0.395833,0.545110487,0.545110487,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 13:00,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.382198209,0.382198209,0.384615,0.25,1,1,0.269231,0.458333,0.471686458,0.471686458,0.326923,0.395833,0.545110487,0.545110487,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 13:10,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.333394958,0.333394958,0.384615,0.25,1,1,0.269231,0.458333,0.465033454,0.465033454,0.326923,0.395833,0.528398089,0.528398089,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 13:20,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.333394958,0.333394958,0.384615,0.25,1,1,0.269231,0.458333,0.465033454,0.465033454,0.326923,0.395833,0.528398089,0.528398089,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 13:30,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.333394958,0.333394958,0.384615,0.25,1,1,0.269231,0.458333,0.465033454,0.465033454,0.326923,0.395833,0.528398089,0.528398089,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 13:40,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.333394958,0.333394958,0.384615,0.25,1,1,0.269231,0.458333,0.465033454,0.465033454,0.326923,0.395833,0.528398089,0.528398089,0.384615,0.229167,1,1,0.326923,0.395833
 06/11 13:50,1,1,0.326923,0.333333,1,1,0.346154,0.333333,1,1,0.288462,0.416667,0.333394958,0.333394958,0.384615,0.25,1,1,0.269231,0.458333,0.465033454,0.465033454,0.326923,0.395833,0.528398089,0.528398089,0.384615,0.229167,1,1,0.326923,0.395833
