Surface Name,6:F0: SurfDifShdgRatioIsoSky,6:F0: SurfDifShdgRatioHoriz,6:F0: SurfDifWithoutShdgIsoSky,6:F0: SurfDifWithShdgIsoSky,6:F0: SurfDifWithoutShdgHorizon,6:F0: SurfDifWithShdgHorizon,6:F0: ViewFactorSkyIR,6:F0: ViewFactorGroundIR,6:F1: SurfDifShdgRatioIsoSky,6:F1: SurfDifShdgRatioHoriz,6:F1: SurfDifWithoutShdgIsoSky,6:F1: SurfDifWithShdgIsoSky,6:F1: SurfDifWithoutShdgHorizon,6:F1: SurfDifWithShdgHorizon,6:F1: ViewFactorSkyIR,6:F1: ViewFactorGroundIR,6:F2: SurfDifShdgRatioIsoSky,6:F2: SurfDifShdgRatioHoriz,6:F2: SurfDifWithoutShdgIsoSky,6:F2: SurfDifWithShdgIsoSky,6:F2: SurfDifWithoutShdgHorizon,6:F2: SurfDifWithShdgHorizon,6:F2: ViewFactorSkyIR,6:F2: ViewFactorGroundIR,6:F2_W0: SurfDifShdgRatioIsoSky,6:F2_W0: SurfDifShdgRatioHoriz,6:F2_W0: SurfDifWithoutShdgIsoSky,6:F2_W0: SurfDifWithShdgIsoSky,6:F2_W0: SurfDifWithoutShdgHorizon,6:F2_W0: SurfDifWithShdgHorizon,6:F2_W0: ViewFactorSkyIR,6:F2_W0: ViewFactorGroundIR,6:F3: SurfDifShdgRatioIsoSky,6:F3: SurfDifShdgRatioHoriz,6:F3: SurfDifWithoutShdgIsoSky,6:F3: SurfDifWithShdgIsoSky,6:F3: SurfDifWithoutShdgHorizon,6:F3: SurfDifWithShdgHorizon,6:F3: ViewFactorSkyIR,6:F3: ViewFactorGroundIR,6:F3_W0: SurfDifShdgRatioIsoSky,6:F3_W0: SurfDifShdgRatioHoriz,6:F3_W0: SurfDifWithoutShdgIsoSky,6:F3_W0: SurfDifWithShdgIsoSky,6:F3_W0: SurfDifWithoutShdgHorizon,6:F3_W0: SurfDifWithShdgHorizon,6:F3_W0: ViewFactorSkyIR,6:F3_W0: ViewFactorGroundIR,6:F3_W1: SurfDifShdgRatioIsoSky,6:F3_W1: SurfDifShdgRatioHoriz,6:F3_W1: SurfDifWithoutShdgIsoSky,6:F3_W1: SurfDifWithShdgIsoSky,6:F3_W1: SurfDifWithoutShdgHorizon,6:F3_W1: SurfDifWithShdgHorizon,6:F3_W1: ViewFactorSkyIR,6:F3_W1: ViewFactorGroundIR,6:F4: SurfDifShdgRatioIsoSky,6:F4: SurfDifShdgRatioHoriz,6:F4: SurfDifWithoutShdgIsoSky,6:F4: SurfDifWithShdgIsoSky,6:F4: SurfDifWithoutShdgHorizon,6:F4: SurfDifWithShdgHorizon,6:F4: ViewFactorSkyIR,6:F4: ViewFactorGroundIR
Constant,0.999885845,0.999885845,81.018797,81.018797,81.018797,81.018797,0.346154,0.375,0.999885845,0.999885845,65.54790928,65.54790928,65.54790928,65.54790928,0.423077,0.375,0.999885845,0.999885845,67.29869948,67.29869948,67.29869948,67.29869948,0.384615,0.479167,1.181017335,1.181017335,61.53221483,42.11545809,61.53221483,42.11545809,0.384615,0.416667,0.999885845,0.999885845,65.05847692,65.05847692,65.05847692,65.05847692,0.307692,0.5,3.713376511,3.713376511,64.81149582,53.25154018,64.81149582,53.25154018,0.365385,0.4375,3.451194298,3.451194298,55.49806092,41.18777573,55.49806092,41.18777573,0.403846,0.270833,0.999885845,0.999885845,50.13503207,50.13503207,50.13503207,50.13503207,0.326923,0.5
