Surface Name,6:F0,6:F1,6:F2,6:F2_W0,6:F3,6:F3_W0,6:F3_W1,6:F4
 03/20 09:40,170.2017378,317.3323084,164.7569862,317.3323084,2.555706522,170.2017378,2.363065327,1.265814266
 03/20 09:50,170.2017378,317.3323084,164.7569862,317.3323084,2.555706522,170.2017378,2.363065327,1.265814266
 03/20 10:00,170.2017378,317.3323084,164.7569862,317.3323084,2.555706522,170.2017378,2.363065327,1.265814266
 03/20 10:10,138.3276549,149.9040398,132.7782789,149.9040398,2.557065217,138.3276549,2.364321608,1.266487214
 03/20 10:20,138.3276549,149.9040398,132.7782789,149.9040398,2.557065217,138.3276549,2.364321608,1.266487214
 03/20 10:30,138.3276549,149.9040398,132.7782789,149.9040398,2.557065217,138.3276549,2.364321608,1.266487214
 03/20 10:40,138.3276549,149.9040398,132.7782789,149.9040398,2.557065217,138.3276549,2.364321608,1.266487214
 03/20 10:50,138.3276549,149.9040398,132.7782789,149.9040398,2.557065217,138.3276549,2.364321608,1.266487214
 03/20 11:00,138.3276549,149.9040398,132.7782789,149.9040398,2.557065217,138.3276549,2.364321608,1.266487214
 03/20 11:10,40.57504137,21.66994367,34.71137735,21.66994367,2.558423913,40.57504137,34.71137735,1.267160162
 03/20 11:20,40.57504137,21.66994367,34.71137735,21.66994367,2.558423913,40.57504137,34.71137735,1.267160162
 03/20 11:30,40.57504137,21.66994367,34.71137735,21.66994367,2.558423913,40.57504137,34.71137735,1.267160162
 03/20 11:40,40.57504137,21.66994367,34.71137735,21.66994367,2.558423913,40.57504137,34.71137735,1.267160162
 03/20 11:50,40.57504137,21.66994367,34.71137735,21.66994367,2.558423913,40.57504137,34.71137735,1.267160162
 03/20 12:00,40.57504137,21.66994367,34.71137735,21.66994367,2.558423913,40.57504137,34.71137735,1.267160162
 03/20 12:10,238.2057412,13.85554366,232.96787,13.85554366,2.559782609,238.2057412,232.96787,1.267833109
 03/20 12:20,238.2057412,13.85554366,232.96787,13.85554366,2.559782609,238.2057412,232.96787,1.267833109
 03/20 12:30,238.2057412,13.85554366,232.96787,13.85554366,2.559782609,238.2057412,232.96787,1.267833109
 03/20 12:40,238.2057412,13.85554366,232.96787,13.85554366,2.559782609,238.2057412,232.96787,1.267833109
 03/20 12:50,238.2057412,13.85554366,232.96787,13.85554366,2.559782609,238.2057412,232.96787,1.267833109
 03/20 13:00,238.2057412,13.85554366,232.96787,13.85554366,2.559782609,238.2057412,232.96787,1.267833109
 03/20 13:10,113.6655675,4.323394495,108.0281547,4.323394495,49.90232952,8.340707965,108.0281547,1.268506057
 03/20 13:20,113.6655675,4.323394495,108.0281547,4.323394495,49.90232952,8.340707965,108.0281547,1.268506057
 03/20 13:30,113.6655675,4.323394495,108.0281547,4.323394495,49.90232952,8.340707965,108.0281547,1.268506057
 03/20 13:40,113.6655675,4.323394495,108.0281547,4.323394495,49.90232952,8.340707965,108.0281547,1.268506057
 03/20 13:50,113.6655675,4.323394495,108.0281547,4.323394495,49.90232952,8.340707965,108.0281547,1.268506057
 03/20 14:00,113.6655675,4.323394495,108.0281547,4.323394495,49.90232952,8.340707965,108.0281547,1.268506057
 03/20 14:10,69.5768448,4.325688073,63.79593359,4.325688073,64.43978122,8.345132743,63.79593359,1.269179004
 03/20 14:20,69.5768448,4.325688073,63.79593359,4.325688073,64.43978122,8.345132743,63.79593359,1.269179004
 03/20 14:30,69.5768448,4.325688073,63.79593359,4.325688073,64.43978122,8.345132743,63.79593359,1.269179004
 03/20 14:40,69.5768448,4.325688073,63.79593359,4.325688073,64.43978122,8.345132743,63.79593359,1.269179004
 03/20 14:50,69.5768448,4.325688073,63.79593359,4.325688073,64.43978122,8.345132743,63.79593359,1.269179004
 03/20 15:00,69.5768448,4.325688073,63.79593359,4.325688073,64.43978122,8.345132743,63.79593359,1.269179004
 03/20 15:10,131.1306139,4.327981651,125.5424199,4.327981651,219.9666226,8.349557522,125.5424199,1.269851952
 03/20 15:20,131.1306139,4.327981651,125.5424199,4.327981651,219.9666226,8.349557522,125.5424199,1.269851952
 03/20 15:30,131.1306139,4.327981651,125.5424199,4.327981651,219.9666226,8.349557522,125.5424199,1.269851952
 03/20 15:40,131.1306139,4.327981651,125.5424199,4.327981651,219.9666226,8.349557522,125.5424199,1.269851952
 03/20 15:50,131.1306139,4.327981651,125.5424199,4.327981651,219.9666226,8.349557522,125.5424199,1.269851952
 03/20 16:00,131.1306139,4.327981651,125.5424199,4.327981651,219.9666226,8.349557522,125.5424199,1.269851952
 03/20 16:10,57.05555088,4.330275229,51.2284245,4.330275229,151.8864393,57.05555088,51.2284245,1.270524899
 03/20 16:20,57.05555088,4.330275229,51.2284245,4.330275229,151.8864393,57.05555088,51.2284245,1.270524899
 03/20 16:30,57.05555088,4.330275229,51.2284245,4.330275229,151.8864393,57.05555088,51.2284245,1.270524899
 03/20 16:40,57.05555088,4.330275229,51.2284245,4.330275229,151.8864393,57.05555088,51.2284245,1.270524899
 03/20 16:50,57.05555088,4.330275229,51.2284245,4.330275229,151.8864393,57.05555088,51.2284245,1.270524899
 03/20 17:00,57.05555088,4.330275229,51.2284245,4.330275229,151.8864393,57.05555088,51.2284245,1.270524899
 03/20 17:10,29.68769027,4.332568807,23.7702809,4.332568807,141.5842963,29.68769027,2.373115578,1.271197847
 03/20 17:20,29.68769027,4.332568807,23.7702809,4.332568807,141.5842963,29.68769027,2.373115578,1.271197847
 03/20 17:30,29.68769027,4.332568807,23.7702809,4.332568807,141.5842963,29.68769027,2.373115578,1.271197847
 03/20 17:40,29.68769027,4.332568807,23.7702809,4.332568807,141.5842963,29.68769027,2.373115578,1.271197847
 03/20 17:50,29.68769027,4.332568807,23.7702809,4.332568807,141.5842963,29.68769027,2.373115578,1.271197847
 03/20 18:00,29.68769027,4.332568807,23.7702809,4.332568807,141.5842963,29.68769027,2.373115578,1.271197847
 03/20 18:10,8.482958413,4.334862385,2.494880726,4.334862385,24.53209257,8.482958413,2.494880726,1.271870794
 03/20 18:20,8.482958413,4.334862385,2.494880726,4.334862385,24.53209257,8.482958413,2.494880726,1.271870794
 03/20 18:30,8.482958413,4.334862385,2.494880726,4.334862385,24.53209257,8.482958413,2.494880726,1.271870794
 03/20 18:40,8.482958413,4.334862385,2.494880726,4.334862385,24.53209257,8.482958413,2.494880726,1.271870794
 03/20 18:50,8.482958413,4.334862385,2.494880726,4.334862385,24.53209257,8.482958413,2.494880726,1.271870794
 03/20 19:00,8.482958413,4.334862385,2.494880726,4.334862385,24.53209257,8.482958413,2.494880726,1.271870794
 03/20 19:10,8.367256637,4.337155963,2.375628141,4.337155963,2.569293478,8.367256637,2.375628141,1.272543742
 03/20 19:20,8.367256637,4.337155963,2.375628141,4.337155963,2.569293478,8.367256637,2.375628141,1.272543742
 03/20 19:30,8.367256637,4.337155963,2.375628141,4.337155963,2.569293478,8.367256637,2.375628141,1.272543742
 03/20 19:40,8.367256637,4.337155963,2.375628141,4.337155963,2.569293478,8.367256637,2.375628141,1.272543742
 03/20 19:50,8.367256637,4.337155963,2.375628141,4.337155963,2.569293478,8.367256637,2.375628141,1.272543742
 03/20 20:00,8.367256637,4.337155963,2.375628141,4.337155963,2.569293478,8.367256637,2.375628141,1.272543742
 03/20 20:10,8.371681416,4.339449541,2.376884422,4.339449541,2.570652174,8.371681416,2.376884422,1.273216689
 03/20 20:20,8.371681416,4.339449541,2.376884422,4.339449541,2.570652174,8.371681416,2.376884422,1.273216689
 03/20 20:30,8.371681416,4.339449541,2.376884422,4.339449541,2.570652174,8.371681416,2.376884422,1.273216689
 03/20 20:40,8.371681416,4.339449541,2.376884422,4.339449541,2.570652174,8.371681416,2.376884422,1.273216689
 03/20 20:50,8.371681416,4.339449541,2.376884422,4.339449541,2.570652174,8.371681416,2.376884422,1.273216689
 03/20 21:00,8.371681416,4.339449541,2.376884422,4.339449541,2.570652174,8.371681416,2.376884422,1.273216689
 03/20 21:10,8.376106195,4.341743119,2.378140704,4.341743119,2.57201087,8.376106195,2.378140704,1.273889637
 03/20 21:20,8.376106195,4.341743119,2.378140704,4.341743119,2.57201087,8.376106195,2.378140704,1.273889637
 03/20 21:30,8.376106195,4.341743119,2.378140704,4.341743119,2.57201087,8.376106195,2.378140704,1.273889637
 03/20 21:40,8.376106195,4.341743119,2.378140704,4.341743119,2.57201087,8.376106195,2.378140704,1.273889637
 03/20 21:50,8.376106195,4.341743119,2.378140704,4.341743119,2.57201087,8.376106195,2.378140704,1.273889637
 03/20 22:00,8.376106195,4.341743119,2.378140704,4.341743119,2.57201087,8.376106195,2.378140704,1.273889637
 03/20 22:10,8.380530973,4.344036697,2.379396985,4.344036697,2.573369565,8.380530973,2.379396985,1.274562584
 03/20 22:20,8.380530973,4.344036697,2.379396985,4.344036697,2.573369565,8.380530973,2.379396985,1.274562584
 03/20 22:30,8.380530973,4.344036697,2.379396985,4.344036697,2.573369565,8.380530973,2.379396985,1.274562584
 03/20 22:40,8.380530973,4.344036697,2.379396985,4.344036697,2.573369565,8.380530973,2.379396985,1.274562584
 03/20 22:50,8.380530973,4.344036697,2.379396985,4.344036697,2.573369565,8.380530973,2.379396985,1.274562584
 03/20 23:00,8.380530973,4.344036697,2.379396985,4.344036697,2.573369565,8.380530973,2.379396985,1.274562584
 03/20 23:10,8.384955752,4.346330275,2.380653266,4.346330275,2.574728261,8.384955752,2.380653266,1.275235532
 03/20 23:20,8.384955752,4.346330275,2.380653266,4.346330275,2.574728261,8.384955752,2.380653266,1.275235532
 03/20 23:30,8.384955752,4.346330275,2.380653266,4.346330275,2.574728261,8.384955752,2.380653266,1.275235532
 03/20 23:40,8.384955752,4.346330275,2.380653266,4.346330275,2.574728261,8.384955752,2.380653266,1.275235532
 03/20 23:50,8.384955752,4.346330275,2.380653266,4.346330275,2.574728261,8.384955752,2.380653266,1.275235532
 03/20 24:00,8.384955752,4.346330275,2.380653266,4.346330275,2.574728261,8.384955752,2.380653266,1.275235532
 03/21 00:10,8.389380531,4.348623853,2.381909548,4.348623853,2.576086957,8.389380531,2.381909548,1.275908479
 03/21 00:20,8.389380531,4.348623853,2.381909548,4.348623853,2.576086957,8.389380531,2.381909548,1.275908479
 03/21 00:30,8.389380531,4.348623853,2.381909548,4.348623853,2.576086957,8.389380531,2.381909548,1.275908479
 03/21 00:40,8.389380531,4.348623853,2.381909548,4.348623853,2.576086957,8.389380531,2.381909548,1.275908479
 03/21 00:50,8.389380531,4.348623853,2.381909548,4.348623853,2.576086957,8.389380531,2.381909548,1.275908479
 03/21 01:00,8.389380531,4.348623853,2.381909548,4.348623853,2.576086957,8.389380531,2.381909548,1.275908479
 03/21 01:10,8.39380531,4.350917431,2.383165829,4.350917431,2.577445652,8.39380531,2.383165829,1.276581427
 03/21 01:20,8.39380531,4.350917431,2.383165829,4.350917431,2.577445652,8.39380531,2.383165829,1.276581427
 03/21 01:30,8.39380531,4.350917431,2.383165829,4.350917431,2.577445652,8.39380531,2.383165829,1.276581427
 03/21 01:40,8.39380531,4.350917431,2.383165829,4.350917431,2.577445652,8.39380531,2.383165829,1.276581427
 03/21 01:50,8.39380531,4.350917431,2.383165829,4.350917431,2.577445652,8.39380531,2.383165829,1.276581427
 03/21 02:00,8.39380531,4.350917431,2.383165829,4.350917431,2.577445652,8.39380531,2.383165829,1.276581427
 03/21 02:10,8.398230088,4.353211009,2.384422111,4.353211009,2.578804348,8.398230088,2.384422111,1.277254374
 03/21 02:20,8.398230088,4.353211009,2.384422111,4.353211009,2.578804348,8.398230088,2.384422111,1.277254374
 03/21 02:30,8.398230088,4.353211009,2.384422111,4.353211009,2.578804348,8.398230088,2.384422111,1.277254374
 03/21 02:40,8.398230088,4.353211009,2.384422111,4.353211009,2.578804348,8.398230088,2.384422111,1.277254374
 03/21 02:50,8.398230088,4.353211009,2.384422111,4.353211009,2.578804348,8.398230088,2.384422111,1.277254374
 03/21 03:00,8.398230088,4.353211009,2.384422111,4.353211009,2.578804348,8.398230088,2.384422111,1.277254374
 03/21 03:10,8.402654867,4.355504587,2.385678392,4.355504587,2.580163043,8.402654867,2.385678392,1.277927322
 03/21 03:20,8.402654867,4.355504587,2.385678392,4.355504587,2.580163043,8.402654867,2.385678392,1.277927322
 03/21 03:30,8.402654867,4.355504587,2.385678392,4.355504587,2.580163043,8.402654867,2.385678392,1.277927322
 03/21 03:40,8.402654867,4.355504587,2.385678392,4.355504587,2.580163043,8.402654867,2.385678392,1.277927322
 03/21 03:50,8.402654867,4.355504587,2.385678392,4.355504587,2.580163043,8.402654867,2.385678392,1.277927322
 03/21 04:00,8.402654867,4.355504587,2.385678392,4.355504587,2.580163043,8.402654867,2.385678392,1.277927322
 03/21 04:10,8.407079646,4.357798165,2.386934673,4.357798165,2.581521739,8.407079646,2.386934673,1.278600269
 03/21 04:20,8.407079646,4.357798165,2.386934673,4.357798165,2.581521739,8.407079646,2.386934673,1.278600269
 03/21 04:30,8.407079646,4.357798165,2.386934673,4.357798165,2.581521739,8.407079646,2.386934673,1.278600269
 03/21 04:40,8.407079646,4.357798165,2.386934673,4.357798165,2.581521739,8.407079646,2.386934673,1.278600269
 03/21 04:50,8.407079646,4.357798165,2.386934673,4.357798165,2.581521739,8.407079646,2.386934673,1.278600269
 03/21 05:00,8.407079646,4.357798165,2.386934673,4.357798165,2.581521739,8.407079646,2.386934673,1.278600269
 03/21 05:10,8.411504425,4.360091743,2.388190955,4.360091743,2.582880435,8.411504425,2.388190955,1.279273217
 03/21 05:20,8.411504425,4.360091743,2.388190955,4.360091743,2.582880435,8.411504425,2.388190955,1.279273217
 03/21 05:30,8.411504425,4.360091743,2.388190955,4.360091743,2.582880435,8.411504425,2.388190955,1.279273217
 03/21 05:40,8.411504425,4.360091743,2.388190955,4.360091743,2.582880435,8.411504425,2.388190955,1.279273217
 03/21 05:50,8.411504425,4.360091743,2.388190955,4.360091743,2.582880435,8.411504425,2.388190955,1.279273217
 03/21 06:00,8.411504425,4.360091743,2.388190955,4.360091743,2.582880435,8.411504425,2.388190955,1.279273217
 03/21 06:10,8.415929204,4.362385321,2.389447236,4.362385321,2.58423913,8.415929204,2.389447236,1.279946164
 03/21 06:20,8.415929204,4.362385321,2.389447236,4.362385321,2.58423913,8.415929204,2.389447236,1.279946164
 03/21 06:30,8.415929204,4.362385321,2.389447236,4.362385321,2.58423913,8.415929204,2.389447236,1.279946164
 03/21 06:40,8.415929204,4.362385321,2.389447236,4.362385321,2.58423913,8.415929204,2.389447236,1.279946164
 03/21 06:50,8.415929204,4.362385321,2.389447236,4.362385321,2.58423913,8.415929204,2.389447236,1.279946164
 03/21 07:00,8.415929204,4.362385321,2.389447236,4.362385321,2.58423913,8.415929204,2.389447236,1.279946164
 03/21 07:10,8.420353982,4.364678899,2.390703518,4.364678899,2.585597826,8.420353982,2.390703518,1.280619112
 03/21 07:20,8.420353982,4.364678899,2.390703518,4.364678899,2.585597826,8.420353982,2.390703518,1.280619112
 03/21 07:30,8.420353982,4.364678899,2.390703518,4.364678899,2.585597826,8.420353982,2.390703518,1.280619112
 03/21 07:40,8.420353982,4.364678899,2.390703518,4.364678899,2.585597826,8.420353982,2.390703518,1.280619112
 03/21 07:50,8.420353982,4.364678899,2.390703518,4.364678899,2.585597826,8.420353982,2.390703518,1.280619112
 03/21 08:00,8.420353982,4.364678899,2.390703518,4.364678899,2.585597826,8.420353982,2.390703518,1.280619112
 03/21 08:10,8.424778761,4.366972477,2.391959799,4.366972477,2.586956522,8.424778761,2.391959799,1.281292059
 03/21 08:20,8.424778761,4.366972477,2.391959799,4.366972477,2.586956522,8.424778761,2.391959799,1.281292059
 03/21 08:30,8.424778761,4.366972477,2.391959799,4.366972477,2.586956522,8.424778761,2.391959799,1.281292059
 03/21 08:40,8.424778761,4.366972477,2.391959799,4.366972477,2.586956522,8.424778761,2.391959799,1.281292059
 03/21 08:50,8.424778761,4.366972477,2.391959799,4.366972477,2.586956522,8.424778761,2.391959799,1.281292059
 03/21 09:00,8.424778761,4.366972477,2.391959799,4.366972477,2.586956522,8.424778761,2.391959799,1.281292059
 03/21 09:10,20.35546493,27.45650594,14.35743375,27.45650594,2.588315217,20.35546493,2.39321608,1.281965007
 03/21 09:20,20.35546493,27.45650594,14.35743375,27.45650594,2.588315217,20.35546493,2.39321608,1.281965007
 03/21 09:30,20.35546493,27.45650594,14.35743375,27.45650594,2.588315217,20.35546493,2.39321608,1.281965007
 03/21 09:40,20.35546493,27.45650594,14.35743375,27.45650594,2.588315217,20.35546493,2.39321608,1.281965007
 03/21 09:50,20.35546493,27.45650594,14.35743375,27.45650594,2.588315217,20.35546493,2.39321608,1.281965007
 03/21 10:00,20.35546493,27.45650594,14.35743375,27.45650594,2.588315217,20.35546493,2.39321608,1.281965007
 03/21 10:10,13.5232229,10.07558144,7.500264981,10.07558144,2.589673913,13.5232229,2.394472362,1.282637954
 03/21 10:20,13.5232229,10.07558144,7.500264981,10.07558144,2.589673913,13.5232229,2.394472362,1.282637954
 03/21 10:30,13.5232229,10.07558144,7.500264981,10.07558144,2.589673913,13.5232229,2.394472362,1.282637954
 03/21 10:40,13.5232229,10.07558144,7.500264981,10.07558144,2.589673913,13.5232229,2.394472362,1.282637954
 03/21 10:50,13.5232229,10.07558144,7.500264981,10.07558144,2.589673913,13.5232229,2.394472362,1.282637954
 03/21 11:00,13.5232229,10.07558144,7.500264981,10.07558144,2.589673913,13.5232229,2.394472362,1.282637954
 03/21 11:10,17.28532688,9.135179234,11.27115958,9.135179234,2.591032609,17.28532688,11.27115958,1.283310902
 03/21 11:20,17.28532688,9.135179234,11.27115958,9.135179234,2.591032609,17.28532688,11.27115958,1.283310902
 03/21 11:30,17.28532688,9.135179234,11.27115958,9.135179234,2.591032609,17.28532688,11.27115958,1.283310902
 03/21 11:40,17.28532688,9.135179234,11.27115958,9.135179234,2.591032609,17.28532688,11.27115958,1.283310902
 03/21 11:50,17.28532688,9.135179234,11.27115958,9.135179234,2.591032609,17.28532688,11.27115958,1.283310902
 03/21 12:00,17.28532688,9.135179234,11.27115958,9.135179234,2.591032609,17.28532688,11.27115958,1.283310902
 03/21 12:10,10.60918507,4.46600426,4.570587833,4.46600426,2.592391304,10.60918507,4.570587833,1.283983849
 03/21 12:20,10.60918507,4.46600426,4.570587833,4.46600426,2.592391304,10.60918507,4.570587833,1.283983849
 03/21 12:30,10.60918507,4.46600426,4.570587833,4.46600426,2.592391304,10.60918507,4.570587833,1.283983849
 03/21 12:40,10.60918507,4.46600426,4.570587833,4.46600426,2.592391304,10.60918507,4.570587833,1.283983849
 03/21 12:50,10.60918507,4.46600426,4.570587833,4.46600426,2.592391304,10.60918507,4.570587833,1.283983849
 03/21 13:00,10.60918507,4.46600426,4.570587833,4.46600426,2.592391304,10.60918507,4.570587833,1.283983849
 03/21 13:10,11.60770226,4.378440367,5.569100304,4.378440367,4.015686992,8.446902655,5.569100304,1.284656797
 03/21 13:20,11.60770226,4.378440367,5.569100304,4.378440367,4.015686992,8.446902655,5.569100304,1.284656797
 03/21 13:30,11.60770226,4.378440367,5.569100304,4.378440367,4.015686992,8.446902655,5.569100304,1.284656797
 03/21 13:40,11.60770226,4.378440367,5.569100304,4.378440367,4.015686992,8.446902655,5.569100304,1.284656797
 03/21 13:50,11.60770226,4.378440367,5.569100304,4.378440367,4.015686992,8.446902655,5.569100304,1.284656797
 03/21 14:00,11.60770226,4.378440367,5.569100304,4.378440367,4.015686992,8.446902655,5.569100304,1.284656797
 03/21 14:10,9.876294646,4.380733945,3.828999771,4.380733945,4.035640888,8.451327434,3.828999771,1.285329744
 03/21 14:20,9.876294646,4.380733945,3.828999771,4.380733945,4.035640888,8.451327434,3.828999771,1.285329744
 03/21 14:30,9.876294646,4.380733945,3.828999771,4.380733945,4.035640888,8.451327434,3.828999771,1.285329744
 03/21 14:40,9.876294646,4.380733945,3.828999771,4.380733945,4.035640888,8.451327434,3.828999771,1.285329744
 03/21 14:50,9.876294646,4.380733945,3.828999771,4.380733945,4.035640888,8.451327434,3.828999771,1.285329744
 03/21 15:00,9.876294646,4.380733945,3.828999771,4.380733945,4.035640888,8.451327434,3.828999771,1.285329744
 03/21 15:10,10.79330708,4.383027523,4.74574809,4.383027523,6.736660775,8.455752212,4.74574809,1.286002692
 03/21 15:20,10.79330708,4.383027523,4.74574809,4.383027523,6.736660775,8.455752212,4.74574809,1.286002692
 03/21 15:30,10.79330708,4.383027523,4.74574809,4.383027523,6.736660775,8.455752212,4.74574809,1.286002692
 03/21 15:40,10.79330708,4.383027523,4.74574809,4.383027523,6.736660775,8.455752212,4.74574809,1.286002692
 03/21 15:50,10.79330708,4.383027523,4.74574809,4.383027523,6.736660775,8.455752212,4.74574809,1.286002692
 03/21 16:00,10.79330708,4.383027523,4.74574809,4.383027523,6.736660775,8.455752212,4.74574809,1.286002692
 03/21 16:10,8.460176991,4.385321101,2.40201005,4.385321101,2.597826087,8.460176991,2.40201005,1.286675639
 03/21 16:20,8.460176991,4.385321101,2.40201005,4.385321101,2.597826087,8.460176991,2.40201005,1.286675639
 03/21 16:30,8.460176991,4.385321101,2.40201005,4.385321101,2.597826087,8.460176991,2.40201005,1.286675639
 03/21 16:40,8.460176991,4.385321101,2.40201005,4.385321101,2.597826087,8.460176991,2.40201005,1.286675639
 03/21 16:50,8.460176991,4.385321101,2.40201005,4.385321101,2.597826087,8.460176991,2.40201005,1.286675639
 03/21 17:00,8.460176991,4.385321101,2.40201005,4.385321101,2.597826087,8.460176991,2.40201005,1.286675639
 03/21 17:10,8.611419746,4.387614679,2.550551567,4.387614679,3.557452857,8.611419746,2.403266332,1.287348587
 03/21 17:20,8.611419746,4.387614679,2.550551567,4.387614679,3.557452857,8.611419746,2.403266332,1.287348587
 03/21 17:30,8.611419746,4.387614679,2.550551567,4.387614679,3.557452857,8.611419746,2.403266332,1.287348587
 03/21 17:40,8.611419746,4.387614679,2.550551567,4.387614679,3.557452857,8.611419746,2.403266332,1.287348587
 03/21 17:50,8.611419746,4.387614679,2.550551567,4.387614679,3.557452857,8.611419746,2.403266332,1.287348587
 03/21 18:00,8.611419746,4.387614679,2.550551567,4.387614679,3.557452857,8.611419746,2.403266332,1.287348587
 03/21 18:10,8.469026549,4.389908257,2.404522613,4.389908257,2.600543478,8.469026549,2.404522613,1.288021534
 03/21 18:20,8.469026549,4.389908257,2.404522613,4.389908257,2.600543478,8.469026549,2.404522613,1.288021534
 03/21 18:30,8.469026549,4.389908257,2.404522613,4.389908257,2.600543478,8.469026549,2.404522613,1.288021534
 03/21 18:40,8.469026549,4.389908257,2.404522613,4.389908257,2.600543478,8.469026549,2.404522613,1.288021534
 03/21 18:50,8.469026549,4.389908257,2.404522613,4.389908257,2.600543478,8.469026549,2.404522613,1.288021534
 03/21 19:00,8.469026549,4.389908257,2.404522613,4.389908257,2.600543478,8.469026549,2.404522613,1.288021534
 03/21 19:10,8.473451327,4.392201835,2.405778894,4.392201835,2.601902174,8.473451327,2.405778894,1.288694482
 03/21 19:20,8.473451327,4.392201835,2.405778894,4.392201835,2.601902174,8.473451327,2.405778894,1.288694482
 03/21 19:30,8.473451327,4.392201835,2.405778894,4.392201835,2.601902174,8.473451327,2.405778894,1.288694482
 03/21 19:40,8.473451327,4.392201835,2.405778894,4.392201835,2.601902174,8.473451327,2.405778894,1.288694482
 03/21 19:50,8.473451327,4.392201835,2.405778894,4.392201835,2.601902174,8.473451327,2.405778894,1.288694482
 03/21 20:00,8.473451327,4.392201835,2.405778894,4.392201835,2.601902174,8.473451327,2.405778894,1.288694482
 03/21 20:10,8.477876106,4.394495413,2.407035176,4.394495413,2.60326087,8.477876106,2.407035176,1.289367429
 03/21 20:20,8.477876106,4.394495413,2.407035176,4.394495413,2.60326087,8.477876106,2.407035176,1.289367429
 03/21 20:30,8.477876106,4.394495413,2.407035176,4.394495413,2.60326087,8.477876106,2.407035176,1.289367429
 03/21 20:40,8.477876106,4.394495413,2.407035176,4.394495413,2.60326087,8.477876106,2.407035176,1.289367429
 03/21 20:50,8.477876106,4.394495413,2.407035176,4.394495413,2.60326087,8.477876106,2.407035176,1.289367429
 03/21 21:00,8.477876106,4.394495413,2.407035176,4.394495413,2.60326087,8.477876106,2.407035176,1.289367429
 03/21 21:10,8.482300885,4.396788991,2.408291457,4.396788991,2.604619565,8.482300885,2.408291457,1.290040377
 03/21 21:20,8.482300885,4.396788991,2.408291457,4.396788991,2.604619565,8.482300885,2.408291457,1.290040377
 03/21 21:30,8.482300885,4.396788991,2.408291457,4.396788991,2.604619565,8.482300885,2.408291457,1.290040377
 03/21 21:40,8.482300885,4.396788991,2.408291457,4.396788991,2.604619565,8.482300885,2.408291457,1.290040377
 03/21 21:50,8.482300885,4.396788991,2.408291457,4.396788991,2.604619565,8.482300885,2.408291457,1.290040377
 03/21 22:00,8.482300885,4.396788991,2.408291457,4.396788991,2.604619565,8.482300885,2.408291457,1.290040377
 03/21 22:10,8.486725664,4.399082569,2.409547739,4.399082569,2.605978261,8.486725664,2.409547739,1.290713324
 03/21 22:20,8.486725664,4.399082569,2.409547739,4.399082569,2.605978261,8.486725664,2.409547739,1.290713324
 03/21 22:30,8.486725664,4.399082569,2.409547739,4.399082569,2.605978261,8.486725664,2.409547739,1.290713324
 03/21 22:40,8.486725664,4.399082569,2.409547739,4.399082569,2.605978261,8.486725664,2.409547739,1.290713324
 03/21 22:50,8.486725664,4.399082569,2.409547739,4.399082569,2.605978261,8.486725664,2.409547739,1.290713324
 03/21 23:00,8.486725664,4.399082569,2.409547739,4.399082569,2.605978261,8.486725664,2.409547739,1.290713324
 03/21 23:10,8.491150442,4.401376147,2.41080402,4.401376147,2.607336957,8.491150442,2.41080402,1.291386272
 03/21 23:20,8.491150442,4.401376147,2.41080402,4.401376147,2.607336957,8.491150442,2.41080402,1.291386272
 03/21 23:30,8.491150442,4.401376147,2.41080402,4.401376147,2.607336957,8.491150442,2.41080402,1.291386272
 03/21 23:40,8.491150442,4.401376147,2.41080402,4.401376147,2.607336957,8.491150442,2.41080402,1.291386272
 03/21 23:50,8.491150442,4.401376147,2.41080402,4.401376147,2.607336957,8.491150442,2.41080402,1.291386272
 03/21 24:00,8.491150442,4.401376147,2.41080402,4.401376147,2.607336957,8.491150442,2.41080402,1.291386272
 03/22 00:10,8.495575221,4.403669725,2.412060302,4.403669725,2.608695652,8.495575221,2.412060302,1.292059219
 03/22 00:20,8.495575221,4.403669725,2.412060302,4.403669725,2.608695652,8.495575221,2.412060302,1.292059219
 03/22 00:30,8.495575221,4.403669725,2.412060302,4.403669725,2.608695652,8.495575221,2.412060302,1.292059219
 03/22 00:40,8.495575221,4.403669725,2.412060302,4.403669725,2.608695652,8.495575221,2.412060302,1.292059219
 03/22 00:50,8.495575221,4.403669725,2.412060302,4.403669725,2.608695652,8.495575221,2.412060302,1.292059219
 03/22 01:00,8.495575221,4.403669725,2.412060302,4.403669725,2.608695652,8.495575221,2.412060302,1.292059219
 03/22 01:10,8.5,4.405963303,2.413316583,4.405963303,2.610054348,8.5,2.413316583,1.292732167
 03/22 01:20,8.5,4.405963303,2.413316583,4.405963303,2.610054348,8.5,2.413316583,1.292732167
 03/22 01:30,8.5,4.405963303,2.413316583,4.405963303,2.610054348,8.5,2.413316583,1.292732167
 03/22 01:40,8.5,4.405963303,2.413316583,4.405963303,2.610054348,8.5,2.413316583,1.292732167
 03/22 01:50,8.5,4.405963303,2.413316583,4.405963303,2.610054348,8.5,2.413316583,1.292732167
 03/22 02:00,8.5,4.405963303,2.413316583,4.405963303,2.610054348,8.5,2.413316583,1.292732167
 03/22 02:10,8.504424779,4.408256881,2.414572864,4.408256881,2.611413043,8.504424779,2.414572864,1.293405114
 03/22 02:20,8.504424779,4.408256881,2.414572864,4.408256881,2.611413043,8.504424779,2.414572864,1.293405114
